,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
15240,RNA polymerase I.,28,31,174,191,"Nucleolar segregation induced by TopBP1 leads to a moderate elevation of p53 protein levels and to localization of activated p53 to nucleolar caps containing TopBP1, UBF and RNA polymerase I. Our findings demonstrate that TopBP1 and ATR are able to inhibit the synthesis of rRNA and to activate nucleolar stress pathway; yet the p53-mediated cell cycle arrest is thwarted in cells expressing high levels of TopBP1.",25916852_6,0,-1,-1,-1,-1,0,15240,0
15284,PPARγ,11,12,65,70,A transit expression of classical brown markers such as UCP1 and PPARγ peaked and declined at day 28 post-differentiation initiation.,25925588_4,0,-1,-1,-1,-1,0,15284,0
15289,leptin,2,3,15,21,"Interestingly, leptin levels peaked at day 28 whereas the highest adiponectin mRNA levels were detected at day 14 of differentiation.",25925588_6,0,-1,-1,-1,-1,0,15289,0
15290,adiponectin,11,12,66,77,"Interestingly, leptin levels peaked at day 28 whereas the highest adiponectin mRNA levels were detected at day 14 of differentiation.",25925588_6,0,-1,-1,-1,-1,0,15290,0
15313,Escherichia coli,12,14,78,94,"Herein, we present a high-yield expression of chimeric pre-miR-1291 in common Escherichia coli strains using the same tRNA scaffold.",25934574_2,0,-1,-1,-1,-1,0,15313,0
15361,luciferase,18,19,104,114,The yielding products with average numbers of 1-2 conjugated CBT moieties showed much improved EGFP and luciferase transfection efficacy compared to unmodified polymers.,25937003_4,0,-1,-1,-1,-1,0,15361,0
15384,immune response,22,24,130,145,"In the case of chronic diseases that require a life-long treatment, non-viral gene delivery vehicles are less likely to induce an immune response, thereby allowing for repeated administration.",25941996_1,0,-1,-1,-1,-1,0,15384,0
15386,nucleic acid,13,15,69,81,"Beyond the gene delivery efficiency of a given vector, the nature of nucleic acid constructs also has a central importance in gene therapy protocols.",25941996_2,0,-1,-1,-1,-1,0,15386,0
15388,firefly luciferase,8,10,42,60,"Herein, we investigated the impact of two firefly luciferase encoding plasmids on the transgene expression profile following systemic delivery of lipoplexes in mice, as well as their potential to be safely and efficiently readministered.",25941996_3,0,-1,-1,-1,-1,0,15388,0
15418,transcription factor,6,8,38,58,p53 tumor-suppressor gene is a master transcription factor which controls cell cycle progression and apoptosis.,25945611_0,0,-1,-1,-1,-1,0,15418,0
15425,pten,6,7,32,36,"Due to its extreme proximity to pten tumor-suppressor gene on human chromosome 10, changes in epigenetic modification of killin have also been linked to Cowden syndrome as well as other human cancers.",25945611_2,0,-1,-1,-1,-1,0,15425,0
15440,single-stranded DNA binding protein,11,15,79,114,"Here, co-localization studies of RFP-Killin with either GFP-PCNA or endogenous single-stranded DNA binding protein RPA during S-phase show that Killin always adopts a mutually exclusive punctuated nuclear expression pattern with the 2 accessory proteins in DNA replication.",25945611_4,0,-1,-1,-1,-1,0,15440,0
15442,S-phase,17,18,126,133,"Here, co-localization studies of RFP-Killin with either GFP-PCNA or endogenous single-stranded DNA binding protein RPA during S-phase show that Killin always adopts a mutually exclusive punctuated nuclear expression pattern with the 2 accessory proteins in DNA replication.",25945611_4,0,-1,-1,-1,-1,0,15442,0
15444,accessory proteins,33,35,235,253,"Here, co-localization studies of RFP-Killin with either GFP-PCNA or endogenous single-stranded DNA binding protein RPA during S-phase show that Killin always adopts a mutually exclusive punctuated nuclear expression pattern with the 2 accessory proteins in DNA replication.",25945611_4,0,-1,-1,-1,-1,0,15444,0
15446,S-phase,8,9,35,42,"In contrast, when cells are not in S-phase, RFP-Killin largely congregates in the nucleolus where rRNA transcription normally occurs.",25945611_5,0,-1,-1,-1,-1,0,15446,0
15461,S-phase,22,23,151,158,"Together, these cell biological results provide a molecular basis for Killin in competitively inhibiting the formation of DNA replication forks during S-phase, as well as potentially negatively regulate RNA synthesis during other cell cycle phases.",25945611_7,0,-1,-1,-1,-1,0,15461,0
15528,p38-SAPK,5,6,27,35,"Moreover, the induction of p38-SAPK phosphorylation also occurs in the absence of DNA strand breaks.",25982271_6,0,-1,-1,-1,-1,0,15528,0
15529,phosphorylation,6,7,36,51,"Moreover, the induction of p38-SAPK phosphorylation also occurs in the absence of DNA strand breaks.",25982271_6,0,-1,-1,-1,-1,0,15529,0
15531,phosphorylation,3,4,19,34,"Instead, increased phosphorylation of p38-SAPK requires the nucleotide excision repair (NER) and DNA damage sensor proteins XPC and mHR23B.",25982271_7,0,-1,-1,-1,-1,0,15531,0
15543,phosphorylation,20,21,138,153,"Interestingly, other genotoxins such as cisplatin (CDDP), hydrogen peroxide and ultraviolet radiation also enhance XPC-dependent p38-SAPK phosphorylation.",25982271_8,0,-1,-1,-1,-1,0,15543,0
15627,lysosomal,13,14,80,89,"Furthermore, it was found that HBV induced an incomplete autophagy by impairing lysosomal acidification, while it lost this ability in the presence of EGCG.",25996297_7,0,-1,-1,-1,-1,0,15627,0
15632,lysosomal,15,16,115,124,"Taken together, these data demonstrated that EGCG treatment opposed HBV-induced incomplete autophagy via enhancing lysosomal acidification, which was unfavorable for HBV replication.",25996297_8,0,-1,-1,-1,-1,0,15632,0
15646,membrane proteins,19,21,125,142,A microfluidic double emulsion system is used to encapsulate a mammalian cell-free expression system that is able to express membrane proteins into the bilayer or soluble proteins inside the vesicles.,25997354_3,0,-1,-1,-1,-1,0,15646,0
15688,Peroxisome proliferator activated receptor gamma,0,5,0,48,Peroxisome proliferator activated receptor gamma (PPARγ) is a master regulator in lipid metabolism and widely exists in vertebrates.,26002036_0,0,-1,-1,-1,-1,0,15688,0
15689,PPARγ,6,7,50,55,Peroxisome proliferator activated receptor gamma (PPARγ) is a master regulator in lipid metabolism and widely exists in vertebrates.,26002036_0,0,-1,-1,-1,-1,0,15689,0
15693,PPARγ,9,10,65,70,"However, the molecular structure and transcriptional activity of PPARγ in fish are still unclear.",26002036_1,0,-1,-1,-1,-1,0,15693,0
15694,PPARγ,3,4,18,23,This study cloned PPARγ from Nile tilapia (Oreochromis niloticus) referred as NtPPARγ and transfected the NtPPARγ plasmids into HEK-293 cells to explore its mechanism of transcriptional regulation in fish.,26002036_2,0,-1,-1,-1,-1,0,15694,0
15708,retinoid X-receptor α,9,12,73,94,"The transcriptional activity assay showed that NtPPARγ collaborates with retinoid X-receptor α (NtRXRα) to regulate the expression of Nile tilapia fatty acid binding protein 4 (FABP4), the compartment of which have been identified as the target gene of PPARγ in human.",26002036_7,0,-1,-1,-1,-1,0,15708,0
15711,PPARγ,43,44,253,258,"The transcriptional activity assay showed that NtPPARγ collaborates with retinoid X-receptor α (NtRXRα) to regulate the expression of Nile tilapia fatty acid binding protein 4 (FABP4), the compartment of which have been identified as the target gene of PPARγ in human.",26002036_7,0,-1,-1,-1,-1,0,15711,0
15720,PPARγ,8,9,41,46,"In conclusion, the DNA binding domain in PPARγ was highly conserved, while the ligand binding domain was moderately conserved.",26002036_9,0,-1,-1,-1,-1,0,15720,0
15723,PPARγ,5,6,21,26,"In Nile tilapia, the PPARγ collaborates with RXRα to perform transcriptional regulation of FABP4 at least in vitro.",26002036_10,0,-1,-1,-1,-1,0,15723,0
15724,RXRα,8,9,45,49,"In Nile tilapia, the PPARγ collaborates with RXRα to perform transcriptional regulation of FABP4 at least in vitro.",26002036_10,0,-1,-1,-1,-1,0,15724,0
15731,PPARγ,25,26,143,148,The plasmid system established in this study along with a cell line from Nile tilapia will be useful tools for the further functional study of PPARγ in fish.,26002036_11,0,-1,-1,-1,-1,0,15731,0
15756,inducible,14,15,107,116,Ionizing radiation (IR)-induced oxidative stress in tumor cells is effectively managed by constitutive and inducible antioxidant defense systems.,26021764_0,0,-1,-1,-1,-1,0,15756,0
15768,thioredoxin,0,1,0,11,"thioredoxin (Trx), Trx reductase (TrxR), glutathione peroxidase, and glutathione reductase with respect to time.",26021764_4,0,-1,-1,-1,-1,0,15768,0
15771,glutathione peroxidase,11,13,41,63,"thioredoxin (Trx), Trx reductase (TrxR), glutathione peroxidase, and glutathione reductase with respect to time.",26021764_4,0,-1,-1,-1,-1,0,15771,0
15788,glutathione,6,7,38,49,We observed that disruption of either glutathione or thioredoxin metabolism led to partial impairment of ability of cells to survive against IR-induced damage.,26021764_9,0,-1,-1,-1,-1,0,15788,0
15847,Cas9,4,5,29,33,"Upon sustained expression of Cas9 and appropriately chosen guide RNAs, we demonstrate cleavage of cccDNA by Cas9 and a dramatic reduction in both cccDNA and other parameters of viral gene expression and replication.",26035283_3,0,-1,-1,-1,-1,0,15847,0
15849,Cas9,17,18,108,112,"Upon sustained expression of Cas9 and appropriately chosen guide RNAs, we demonstrate cleavage of cccDNA by Cas9 and a dramatic reduction in both cccDNA and other parameters of viral gene expression and replication.",26035283_3,0,-1,-1,-1,-1,0,15849,0
15890,Sirtuin 3,0,2,0,9,Sirtuin 3 (SIRT3) has been shown to play a role in decreasing oxidative stress and improving disease outcomes by regulating antioxidant defense.,26042459_1,0,-1,-1,-1,-1,0,15890,0
15891,SIRT3,3,4,11,16,Sirtuin 3 (SIRT3) has been shown to play a role in decreasing oxidative stress and improving disease outcomes by regulating antioxidant defense.,26042459_1,0,-1,-1,-1,-1,0,15891,0
15898,SIRT3,3,4,19,24,We postulated that SIRT3 may play a role in antioxidant defense under hyperglycemic conditions in HepG2 cells.,26042459_3,0,-1,-1,-1,-1,0,15898,0
15907,nicotinamide,53,54,234,246,"METHODS: Cell viability was determined in HepG2 and human embryonic kidney (HEK) 293 cells cultured in the presence of 5.5 mM glucose (control), 19.9 mM mannitol (osmotic control), 10 mM glucose and 30 mM glucose (hyperglycemic), and nicotinamide (NAM) (10 mM) at 24-hr and 72-hr time points.",26042459_4,0,-1,-1,-1,-1,0,15907,0
15910,SIRT3,0,1,0,5,"SIRT3, peroxisome proliferator-activated receptor gamma coactivator 1α (PGC-1α), and cyclic adenosoine monophosphate (cAMP) response element binding protein (pCREB) protein expression were measured via western blotting.",26042459_5,0,-1,-1,-1,-1,0,15910,0
15911,peroxisome proliferator-activated receptor gamma coactivator 1α,2,8,7,70,"SIRT3, peroxisome proliferator-activated receptor gamma coactivator 1α (PGC-1α), and cyclic adenosoine monophosphate (cAMP) response element binding protein (pCREB) protein expression were measured via western blotting.",26042459_5,0,-1,-1,-1,-1,0,15911,0
15917,glutathione peroxidase 1,3,6,34,58,"Mitochondrial antioxidant enzymes glutathione peroxidase 1 (GPx1), superoxide dismutase 2 (SOD2), and uncoupling protein 2 (UCP2) and mitochondrial DNA (mtDNA) repair enzyme 8-oxoguanine glycosylase (OGG1) were evaluated via quantitative PCR (qPCR).RESULTS: Increased cell viability and protein expression of SIRT3, pCREB, and PGC-1α were observed under hyperglycemic conditions at 24 hr.",26042459_6,0,-1,-1,-1,-1,0,15917,0
15918,GPx1,7,8,60,64,"Mitochondrial antioxidant enzymes glutathione peroxidase 1 (GPx1), superoxide dismutase 2 (SOD2), and uncoupling protein 2 (UCP2) and mitochondrial DNA (mtDNA) repair enzyme 8-oxoguanine glycosylase (OGG1) were evaluated via quantitative PCR (qPCR).RESULTS: Increased cell viability and protein expression of SIRT3, pCREB, and PGC-1α were observed under hyperglycemic conditions at 24 hr.",26042459_6,0,-1,-1,-1,-1,0,15918,0
15921,uncoupling protein 2,18,21,102,122,"Mitochondrial antioxidant enzymes glutathione peroxidase 1 (GPx1), superoxide dismutase 2 (SOD2), and uncoupling protein 2 (UCP2) and mitochondrial DNA (mtDNA) repair enzyme 8-oxoguanine glycosylase (OGG1) were evaluated via quantitative PCR (qPCR).RESULTS: Increased cell viability and protein expression of SIRT3, pCREB, and PGC-1α were observed under hyperglycemic conditions at 24 hr.",26042459_6,0,-1,-1,-1,-1,0,15921,0
15929,SIRT3,51,52,309,314,"Mitochondrial antioxidant enzymes glutathione peroxidase 1 (GPx1), superoxide dismutase 2 (SOD2), and uncoupling protein 2 (UCP2) and mitochondrial DNA (mtDNA) repair enzyme 8-oxoguanine glycosylase (OGG1) were evaluated via quantitative PCR (qPCR).RESULTS: Increased cell viability and protein expression of SIRT3, pCREB, and PGC-1α were observed under hyperglycemic conditions at 24 hr.",26042459_6,0,-1,-1,-1,-1,0,15929,0
15934,SIRT3,7,8,40,45,"We also observed higher fold changes of SIRT3, GPx1, SOD2, UCP2, and OGG1 in the treated groups.",26042459_8,0,-1,-1,-1,-1,0,15934,0
15935,GPx1,9,10,47,51,"We also observed higher fold changes of SIRT3, GPx1, SOD2, UCP2, and OGG1 in the treated groups.",26042459_8,0,-1,-1,-1,-1,0,15935,0
15941,SIRT3,9,10,60,65,"Treatment with NAM decreased protein and gene expression of SIRT3, pCREB, PGC-1α, GPx1, SOD2, UCP2, and OGG1 at both time points in the hyperglycemic groups.",26042459_9,0,-1,-1,-1,-1,0,15941,0
15944,GPx1,15,16,82,86,"Treatment with NAM decreased protein and gene expression of SIRT3, pCREB, PGC-1α, GPx1, SOD2, UCP2, and OGG1 at both time points in the hyperglycemic groups.",26042459_9,0,-1,-1,-1,-1,0,15944,0
15950,SIRT3,14,15,87,92,CONCLUSIONS: Our data may allude to the relationship that has been established between SIRT3 and PGC-1α with regard to increased antioxidant defense during oxidative stress.,26042459_10,0,-1,-1,-1,-1,0,15950,0
15954,SIRT3,3,4,19,24,This suggests that SIRT3 may play a role in increasing antioxidant defense and conferring resistance to oxidative stress-induced damage under hyperglycemic conditions in the human hepatoma cell line.,26042459_11,0,-1,-1,-1,-1,0,15954,0
16022,TGF-β1,6,7,42,48,"Transforming growth factor beta isoforms (TGF-β1, -β2, and -β3) are cytokines associated with a wide range of biological processes in oncology including tumor cell invasion and migration, angiogenesis, immunosuppression, as well as regulation of tumor stem cell properties.",26072406_0,0,-1,-1,-1,-1,0,16022,0
16032,TGF-β,35,36,265,270,"Here, we describe the identification and selection processes for the development of highly potent and selective chemically modified antisense oligodeoxynucleotides (fully phosphorothioate locked nucleic acid gapmers) allowing effective and selective suppression of TGF-β isoform expression in cell-based assays and in vivo preclinical models.",26072406_2,0,-1,-1,-1,-1,0,16032,0
16105,survivin,22,23,164,172,"Using the DNA bio-gate and duplex-specific nuclease assisted target recycling, a facile electrochemiluminescence assay was developed for the sensitive detection of survivin mRNA.",26103512_0,0,-1,-1,-1,-1,0,16105,0
16106,Peroxisome proliferator-activated receptor γ,0,4,0,44,Peroxisome proliferator-activated receptor γ (PPARγ) ligands have been widely used to treat type 2 diabetes mellitus.,26105050_0,0,-1,-1,-1,-1,0,16106,0
16107,PPARγ,5,6,46,51,Peroxisome proliferator-activated receptor γ (PPARγ) ligands have been widely used to treat type 2 diabetes mellitus.,26105050_0,0,-1,-1,-1,-1,0,16107,0
16110,PPARγ,3,4,15,20,"In addition to PPARγ, these drugs also activate G protein-coupled receptor 40 (GPR40), a Gαq-coupled free fatty acid receptor linked to MAPK networks and glucose homeostasis.",26105050_2,0,-1,-1,-1,-1,0,16110,0
16116,p38,2,3,9,12,"Notably, p38 MAPK activation has been implicated in PPARγ signaling.",26105050_3,0,-1,-1,-1,-1,0,16116,0
