,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
34283,tumor cell lines,12,15,82,98,"Upon DNA hypomethylation and histone acetylation, NBL2 repeats are transcribed in tumor cell lines and primary CRCs.",29912433_3,-1,1,-1,-1,-1,1,34283,1
34508,COS-7 cells,5,8,35,46,"Overexpression of this molecule in COS-7 cells could increase the adhesion of the cells with grass carp peripheral blood lymphocytes (PBLs), and the adhesion was further enhanced by lipopolysaccharide stimulation on PBLs.",29981884_6,-1,1,-1,-1,-1,1,34508,1
34517,COS-7 cells,26,29,157,168,"Further studies revealed that the mRNA levels of lymphocyte function-associated antigen-1, a ligand for ICAM-1, were much higher in the PBLs adhering to the COS-7 cells with overexpressing this molecule than in the PBLs alone.",29981884_7,-1,1,-1,-1,-1,1,34517,1
35125,cell lines,8,10,53,63,"Our data revealed a striking correlation among these cell lines between cisplatin sensitivity and the inability to efficiently repair DNA via NER, specifically during S phase.",30072396_5,-1,1,-1,-1,-1,1,35125,1
35137,cell lines,13,15,94,104,Reduced RPA availability promoted Mre11-dependent degradation of nascent DNA at stalled RF in cell lines exhibiting elevated sensitivity to cisplatin.,30072396_7,-1,1,-1,-1,-1,1,35137,1
35635,cell lines,12,14,73,83,"The generation of stable, high-level monoclonal antibody (mAb) producing cell lines remains a major challenge in biopharmaceutical industry.",30196505_0,-1,1,-1,-1,-1,1,35635,1
35664,CHO,11,12,65,68,"This vector allows easy generation of stable, high mAb producing CHO DG44 pools and clones for antibody development and manufacturing.",30196505_7,-1,1,-1,-1,-1,1,35664,1
36015,cell lines,47,49,226,236,"In this study, an anthraquinone (AQ1) and an anthracene derivative (AN6), known to stabilize the G4 structures of the corresponding human h_kit1 and h_kit2, were tested on the canine G4 and in two canine mast cell tumor (MCT) cell lines (C2 and NI-1) to verify their capability to down-regulate KIT expression.",30275152_2,-1,1,-1,-1,-1,1,36015,1
36123,HEK-293 cells,35,37,240,253,"To investigate if different cationic domains have an impact on the endogenous RNA-binding of HBV-C antigens in mammalian cells, we developed a strep-tag (st) based expression/purification system for HBV-C/RNA antigens in vector-transfected HEK-293 cells.",30279478_1,-1,1,-1,-1,-1,1,36123,1
36250,Vero cells,16,18,97,107,The BAC clone was fully stable in bacteria and the infectious virus was efficiently recovered in Vero cells through direct delivery of the cDNA clone.,30301244_6,-1,1,-1,-1,-1,1,36250,1
36251,Vero cells,7,9,41,51,The rescued virus yielded high titers in Vero cells and was pathogenic in a validated mouse model (A129 mice) of ZIKV infection.,30301244_7,-1,1,-1,-1,-1,1,36251,1
36873,HepG2,28,29,153,158,"Whereas PGC1α has been shown to be a potent activator of HBV biosynthesis, PGC1β only very poorly activates HBV RNA and DNA synthesis in human hepatoma (HepG2) and embryonic kidney (HEK293T) cells.",30419515_2,-1,1,-1,-1,-1,1,36873,1
36880,HepG2,11,12,80,85,These observations suggest that a potential competition between human hepatoma (HepG2) and embryonic kidney (HEK293T) cells PGC1α and PGC1β for common transcription factor target(s) may regulate HBV transcription and replication in a context and signal transduction pathway dependent manner.,30419515_4,-1,1,-1,-1,-1,1,36880,1
36952,cell line,15,17,170,179,"3-(4,5-Dimethylthiazol-2-yl)-5-(3-carboxymethoxyphenyl)-2-(4-sulfophenyl)-2H tetrazolium, inner salt result showed no significant cytotoxicity was caused in MCF-7 cancer cell line by (T:S):polyethylenimine cationic vesicles.",30464462_5,-1,1,-1,-1,-1,1,36952,1
37036,Vero cells,19,21,119,129,Deletion of either the UL24 or the TK gene resulted in significantly reduced SuHV-1 replication and spread capacity in Vero cells.,30478778_3,-1,1,-1,-1,-1,1,37036,1
37582,cell lines,38,40,239,249,"In this study, we aimed to explore the role and molecular mechanism of miRNA-548ah in the replication and expression of the hepatitis B virus (HBV).MAIN METHODS: Overexpression and knockdown of miRNA-548ah were performed in three hepatoma cell lines with HBV replication and in a murine HBV model injected with adenovirus HBV vector.",30615846_1,-1,1,-1,-1,-1,1,37582,1
37594,cell lines,12,14,84,94,KEY FINDINGS: miRNA-548ah significantly increased the expression of HBV in hepatoma cell lines and in a HBV mouse model.,30615846_3,-1,1,-1,-1,-1,1,37594,1
37830,HEK293 cells,2,4,9,21,"In human HEK293 cells, expression of STXBP5-AS1 enhanced the expression of a reporter construct of STXBP5, a gene known to be involved in ""SNAP"" (Soluble NSF attachment protein) Receptor"" (SNARE) complex formation.",30659475_10,-1,1,-1,-1,-1,1,37830,1
38014,NIH3T3,23,24,158,164,We observed increased expression of Cxcl12 in PARP-1 knock-out mouse embryonic fibroblasts (PARP1-/-) in comparison to wild-type mouse embryonic fibroblasts (NIH3T3).,30697918_2,-1,1,-1,-1,-1,1,38014,1
38019,cell line,7,9,40,49,The methylation state of Cxcl12 in each cell line was investigated by methylation-specific PCR (MSP) and high resolution melting analysis (HRM).,30697918_4,-1,1,-1,-1,-1,1,38019,1
38489,MDCK cells,16,18,90,100,"Culturing stable control, EXOC5-overexpressing (OE), Exoc5-knockdown (KD), and EXOC5CTS-m MDCK cells on Transwell filters, we found that primary ciliogenesis is increased in EXOC5 OE cells and inhibited in Exoc5-KD and EXOC5CTS-m cells.",30824539_3,-1,1,-1,-1,-1,1,38489,1
38502,MDCK cells,31,33,184,194,"Growing cells in collagen gels until the cyst stage, we noted that EXOC5-OE cells form mature cysts with single lumens more rapidly than control cysts, whereas Exoc5-KD and EXOC5CTS-m MDCK cells failed to form mature cysts.",30824539_4,-1,1,-1,-1,-1,1,38502,1
38509,MDCK cell,25,27,165,174,"Adding hepatocyte growth factor to induce tubulogenesis, we observed that EXOC5-OE cell cysts form tubules more efficiently than control MDCK cell cysts, EXOC5CTS-m MDCK cell cysts form significantly fewer tubules than control cell cysts, and Exoc5-KD cysts did not undergo tubulogenesis.",30824539_5,-1,1,-1,-1,-1,1,38509,1
38577,HepG-2 cells,12,14,88,100,"The anticancer activity of the purified ASNase showed significant toxic activity toward HepG-2 cells (IC50 11.66 µg/mL), which was greater than that observed against MCF-7 (IC50 14.55 µg/mL) and HCT-116 cells (IC50 17.02 µg/mL).",30842557_8,-1,1,-1,-1,-1,1,38577,1
38672,HEK293 cells,27,29,167,179,"Estradiol-17β injection into the pedal sinus induced the downregulation of 5-HT4B and upregulation of 5-HT6 transcripts in the ovary of mature abalone within 72 h. In HEK293 cells overexpressing Hdh5-HT1B, forskolin-stimulated cAMP response element luciferase (CRE-Luc) reporter activity was inhibited by 5-HT in a dose-dependent manner, whereas serum response element luciferase (SRE-Luc) activity was not affected.",30849410_6,-1,1,-1,-1,-1,1,38672,1
38679,HEK293 cells,2,4,24,36,"In Hdh5-HT4A-expressing HEK293 cells, forskolin-stimulated CRE-Luc and SRE-Luc reporter activities were both marginally increased by treatment with a high dose of 5-HT.",30849410_7,-1,1,-1,-1,-1,1,38679,1
38700,cell lines,15,17,110,120,"Moreover, we describe unexpected chromosomal truncations resulting from only one Cas9 nuclease-induced DSB in cell lines and primary cells by a p53-dependent mechanism.",30850590_3,-1,1,-1,-1,-1,1,38700,1
39096,HeLa cells,22,24,114,124,"We show the successful isolation of RNA, DNA, and protein from a single sample from three strains of nematode and HeLa cells, with better protein isolation results in adult animals.",30933064_3,-1,1,-1,-1,-1,1,39096,1
39120,HepG2,18,19,86,91,"Here, the effects of SFN were measured in both human hepatocytes (HHL5) and hepatoma (HepG2) cells.",30940595_1,-1,1,-1,-1,-1,1,39120,1
39137,HepG2 cells,11,13,59,70,High doses of SFN were more toxic towards HHL5 compared to HepG2 cells; the difference is likely due to the disparity in the responses of Nrf2-driven enzymes and -GSH levels between the two cell lines.,30940595_4,-1,1,-1,-1,-1,1,39137,1
39139,cell lines,34,36,190,200,High doses of SFN were more toxic towards HHL5 compared to HepG2 cells; the difference is likely due to the disparity in the responses of Nrf2-driven enzymes and -GSH levels between the two cell lines.,30940595_4,-1,1,-1,-1,-1,1,39139,1
39140,HepG2 cells,3,5,13,24,"In addition, HepG2 cells hijacked the cytoprotective effect of SFN over a wider dose range (1.25-20 μM) compared to HHL5.",30940595_5,-1,1,-1,-1,-1,1,39140,1
39147,HepG2 cells,8,10,42,53,Manipulation of levels of GSH and Nrf2 in HepG2 cells confirmed that both molecules mediate the protective effects of SFN against H2O2.,30940595_6,-1,1,-1,-1,-1,1,39147,1
39248,cell lines,17,19,108,118,"Here, decorin expression was examined in human vulva carcinoma tissue samples and in primary and commercial cell lines representing this malignant disease.",31009269_1,-1,1,-1,-1,-1,1,39248,1
39254,cell lines,36,38,220,230,"Furthermore, the effect of adenovirus-mediated decorin cDNA (Ad-DCN) transduction on the viability, proliferation, and the expression and activity of the epidermal growth factor receptor (ErbB/HER) family members of the cell lines were investigated.",31009269_2,-1,1,-1,-1,-1,1,39254,1
39264,cell lines,8,10,55,65,RT-qPCR analyses showed that the human vulva carcinoma cell lines used in this study were also negative for decorin expression.,31009269_5,-1,1,-1,-1,-1,1,39264,1
39266,cell lines,3,5,20,30,"Transduction of the cell lines with Ad-DCN caused a marked reduction in cell viability, while the proliferation of the cells was not affected.",31009269_6,-1,1,-1,-1,-1,1,39266,1
39622,cell lines,3,5,20,30,"We created multiple cell lines each with different levels of reduction of expression of the gene coding for the type 2 variant of the disease, Tripeptidyl peptidase (Tpp1), in the cellular slime mould Dictyostelium discoideum.",31100984_1,-1,1,-1,-1,-1,1,39622,1
40097,Caco-2,6,7,37,43,"The intestinal epithelial cell line, Caco-2, was used to study the effects of shRNA mediated loss of CDKN2B-AS1.",31207308_5,-1,1,-1,-1,-1,1,40097,1
40183,cell lines,6,8,46,56,Overexpression of miR-193b in prostate cancer cell lines inhibited invasion and induced apoptosis.,31225930_4,-1,1,-1,-1,-1,1,40183,1
40195,cell lines,17,19,100,110,Overexpression of miR-193b led to the inhibition of the majority of the 41 genes in prostate cancer cell lines.,31225930_6,-1,1,-1,-1,-1,1,40195,1
40460,HeLa cells,47,49,301,311,"Further experiments demonstrate that these naturally produced endogenous exosomes could be used as a vehicle to deliver the functional Cas9 and hepatitis B virus (HBV)-specific gRNA to cut HBV DNA transfected in HuH7 cells or human papilloma virus (HPV)-specific gRNA to cut the integrated HPV DNA in HeLa cells, respectively.",31271518_2,-1,1,-1,-1,-1,1,40460,1
40750,HepG2 cells,15,17,100,111,"Moreover, the functional nanosystem was successfully used for monitoring dynamic change of mRNAs in HepG2 cells caused by cisplatin treatment, the reliability of which was confirmed by RT-PCR.",31357283_5,-1,1,-1,-1,-1,1,40750,1
40835,cell line,36,38,212,221,"To further understand the distinct biological functions of these two isoforms, CRISPR/Cas9 genomic editing was used to specifically delete the eighth exon of the CXADR gene in a Madine Darby Canine Kidney (MDCK) cell line with a stably integrated lentiviral doxycycline-inducible CAREx8 cDNA.",31394408_3,-1,1,-1,-1,-1,1,40835,1
41058,Sf9 cells,30,32,179,188,"RNAi of Dcr1, Ago1 and Ran enhanced viral DNA replication and reduced the abundance of miR-184 and let-7 underscoring the importance of the miRNA pathway in antiviral immunity in Sf9 cells.",31422153_7,-1,1,-1,-1,-1,1,41058,1
41066,Sf9 cells,14,16,78,87,"In conclusion, our results suggest the antiviral role of the miRNA pathway in Sf9 cells against AcMNPV.",31422153_9,-1,1,-1,-1,-1,1,41066,1
41354,tumor cell,54,56,335,345,"As VEGF mRNA is an endothelial cell-specific mitogen and a key regulator of angiogenesis in a variety of physiological and pathological processes, high expression levels of VEGF messenger RNA (mRNA) contribute to VEGF-driven angiogenesis in the hypoxic areas of solid tumors and then disrupt the vascular barrier, which may potentiate tumor cell extravasation.",31560359_0,-1,1,-1,-1,-1,1,41354,1
41401,Caco-2,29,30,138,144,"The aim of this study was to document in vitro impact of the food additive E171, i.e. TiO2, and of TiO2 nanoparticles, on a co-culture of Caco-2 and HT29-MTX cells, which is an in vitro model for human intestine.",31561898_1,-1,1,-1,-1,-1,1,41401,1
41474,cell line,32,34,169,178,"In this study, we aimed to evaluate the CRISPR/Cas9 repairing efficiency on TP53 414delC (p.K139fs*31) null mutation, located in the TP53 gene, of human prostate cancer cell line PC-3 in combination with ssODNs.",31571107_2,-1,1,-1,-1,-1,1,41474,1
41755,cell lines,22,24,148,158,Naked BCR-ABL-targeting ADO was significantly more potent than siRNA at reducing BCR-ABL chimeric mRNA expression in chronic myeloid leukemia (CML) cell lines.,31650445_3,-1,1,-1,-1,-1,1,41755,1
42116,HeLa cells,6,8,35,45,"Moreover, in vitro transfection of HeLa cells mediated by RALA/pDNA vectors allows for gene release and p53 protein expression.",31711736_6,-1,1,-1,-1,-1,1,42116,1
42368,tumor cell,16,18,92,102,"Besides, we have shown that the DNS can efficiently carry Dox for chemotherapy and inducing tumor cell (MCF-7) apoptosis meanwhile has little affect to normal cells (Hs578 Bst).",31763811_5,-1,1,-1,-1,-1,1,42368,1
42444,RAW264.7 cells,52,54,336,350,"The aim of this study was to determine whether Lactobacillus rhamnosus GG (LGG) components (surface layer protein, SLP; genomic DNA, gDNA; unmethylated cytosine-phosphate-guanine-containing oligodeoxynucleotide, CpG-ODN), alone or in combination, could affect immunomodulation, and evaluate the signalling mechanism in mouse macrophage RAW264.7 cells challenged with lipopolysaccharide (LPS).",31782817_0,-1,1,-1,-1,-1,1,42444,1
42517,RAW264.7 cells,38,40,305,319,"This study investigated the effects of pre-treatments with different components such as surface layer protein, genomic DNA and unmethylated cytosine-phosphate-guanine-containing oligodeoxynucleotides, alone or in combination on immunomodulation, and evaluated the signalling mechanism in mouse macrophage RAW264.7 cells challenged with lipopolysaccharide.",31782817_13,-1,1,-1,-1,-1,1,42517,1
