,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
3654,CD4+CD25+Treg,6,7,47,60,The excessively released HMGB1 might stimulate CD4+CD25+Treg activity via binding RAGE on the surface of Tregs and trigger a shift of T(H)1 to T(H)2 with suppression of T-lymphocyte immune function after burn injury.,18665051_9,-1,-1,-1,-1,-1,-1,-1,3654,-1,0.10355064,0.0074349027,0.88901436
3660,T cell,2,4,16,22,CD4+CD25+Foxp3+ T cell phenotypes and cytokine levels were assessed using flow cytometry while CD4+ T cells were isolated using magnetic beads for adoptive transfer to naïve animals.,18670628_5,0,0,1,1,2,2,-1,3660,-1,0.0006242135,0.0009380757,0.9984378
3665,T cell,7,9,50,56,"In addition, pro-inflammatory cytokine secretion, T cell proliferation, and dendritic cell co-stimulatory molecule expression were significantly reduced.",18670628_7,0,0,1,1,2,2,-1,3665,-1,0.0005977085,0.0008825105,0.99851984
3666,T cell,5,7,29,35,"In contrast, CD4+CD25+Foxp3+ T cell numbers were significantly increased in the mucosa and spleen of mice fed B. infantis.",18670628_8,0,0,1,1,2,2,-1,3666,-1,0.0005917876,0.0008825955,0.99852556
3678,thymic Treg cells,19,22,119,136,DISCUSSION: IL-2 functions during Treg cell development by upregulating Foxp3 and CD25 and by increasing the number of thymic Treg cells.,18726679_2,-1,-1,-1,-1,-1,-1,-1,3678,-1,0.71283597,0.0037858428,0.28337812
3688,T-cell,10,11,61,67,"Our recent experimental data, reviewed herein, exploring the T-cell antigen receptor (TCR) induction of the negative transcriptional regulator, forkhead box protein 3 (FOXP3), indicate that its expression is signaled by the T-cell growth factor IL-2.",18759924_3,0,0,1,1,2,2,-1,3688,-1,0.004473959,0.016355047,0.9791709
3691,T-cell growth factor IL-2,39,43,224,249,"Our recent experimental data, reviewed herein, exploring the T-cell antigen receptor (TCR) induction of the negative transcriptional regulator, forkhead box protein 3 (FOXP3), indicate that its expression is signaled by the T-cell growth factor IL-2.",18759924_3,-1,-1,-1,-1,-1,-1,-1,3691,-1,0.31411186,0.44643214,0.23945598
3696,T cell,16,18,103,109,BACKGROUND: CD4(+)CD25(+) natural regulatory T (nT(R)) lymphocytes represent a distinct thymus-derived T cell lineage that serves to establish immunological tolerance in the periphery.,18763025_0,0,0,1,1,2,2,-1,3696,-1,0.0006051307,0.0008668625,0.998528
3734,T cell,27,29,176,182,"We found that the expression of cyclin-dependent kinase inhibitor p21cip1 was impaired in Egr-2-deficient T cells, whereas the expression of IFN-gamma and IL-17 in response to T cell receptor ligation was significantly increased, suggesting that Egr-2 activates the expression of genes involved in the negative regulation of T cell proliferation and inflammation.",18779345_5,0,0,1,1,2,2,-1,3734,-1,0.0006835742,0.0010037144,0.9983127
3735,T cell,49,51,325,331,"We found that the expression of cyclin-dependent kinase inhibitor p21cip1 was impaired in Egr-2-deficient T cells, whereas the expression of IFN-gamma and IL-17 in response to T cell receptor ligation was significantly increased, suggesting that Egr-2 activates the expression of genes involved in the negative regulation of T cell proliferation and inflammation.",18779345_5,0,0,1,1,2,2,-1,3735,-1,0.00065628695,0.0009753141,0.99836844
3774,Th2 cytokine,15,17,133,145,"ATF3-deficient mice developed significantly increased airway hyperresponsiveness, pulmonary eosinophilia, and enhanced chemokine and Th2 cytokine responses in lung tissue and in lung-derived CD4(+) lymphocytes.",18794337_3,-1,-1,-1,-1,-1,-1,-1,3774,-1,0.036088176,0.003689643,0.96022224
3779,Th17 effector T cells,7,11,36,57,"Recent data have shown that Th2 and Th17 effector T cells augment experimental airway inflammation, while Tregs have an important anti-inflammatory function.",18802339_2,-1,-1,-1,-1,-1,-1,-1,3779,-1,0.0006831235,0.0008237473,0.9984931
3803,T-cell,17,18,124,130,"Activationinduced cell death, anergy and/or immune response modulation by Treg cells are essential mechanisms of peripheral T-cell tolerance.",18802346_2,0,0,1,1,2,2,-1,3803,-1,0.0027859008,0.0051442212,0.99206984
3807,T-cell,11,12,80,86,The Treg cell response is characterized by abolished allergen- induced specific T-cell proliferation and suppressed Thelper (Th)1- and Th2-type cytokine secretion.,18802346_5,0,0,1,1,2,2,-1,3807,-1,0.002300164,0.0038673696,0.99383247
3812,T-cell,19,20,115,121,During the past few years there has been significant pro - gress in understanding the mechanisms by which abnormal T-cell responses are generated in allergic diseases.,18802347_0,0,0,1,1,2,2,-1,3812,-1,0.017653946,0.13697791,0.8453681
3813,T-cell,1,2,11,17,Peripheral T-cell tolerance to environmental antigens is crucial for a healthy immune response and avoidance of allergy.,18802347_1,0,0,1,1,2,2,-1,3813,-1,0.0017177741,0.002594032,0.99568814
3817,T-cell,17,18,110,116,"It appears that aberrant activation of Th2 cells in allergy is secondary to impaired mechanisms of peripheral T-cell tolerance that is normally mediated by antigen-specific T-cell anergy, Treg cells and suppressive cytokines, IL-10 and TGF-Beta.",18802347_4,0,0,1,1,2,2,-1,3817,-1,0.0020858487,0.0037514332,0.99416274
3818,T-cell,25,26,173,179,"It appears that aberrant activation of Th2 cells in allergy is secondary to impaired mechanisms of peripheral T-cell tolerance that is normally mediated by antigen-specific T-cell anergy, Treg cells and suppressive cytokines, IL-10 and TGF-Beta.",18802347_4,0,0,1,1,2,2,-1,3818,-1,0.0026935192,0.004193737,0.9931126
3823,Th2 cytokine,16,18,115,127,"Therefore, a most appealing therapy for allergic diseases would be an allergen-specific immunotherapy that reduces Th2 cytokine production and promotes induction of anergy, Treg and suppressor cytokines.",18802347_5,-1,-1,-1,-1,-1,-1,-1,3823,-1,0.072714165,0.005215436,0.9220704
3826,T-cell,12,13,80,86,These approaches are employed individually or in combination in order to induce T-cell anergy and to utilize innate immunity in order to alter the balance of Th1- and Th2-type cytokines and generate or expand Treg in vivo.,18802347_7,0,0,1,1,2,2,-1,3826,-1,0.0045826696,0.00823189,0.98718554
3863,T-cell,12,13,59,65,Such induced T cells occur within both the CD4 and the CD8 T-cell lineages and appear to mediate suppression by inhibiting the costimulatory activity of antigen-presenting cells and the production of inhibitory cytokines.,18817830_3,0,0,1,1,2,2,-1,3863,-1,0.0033486923,0.007505781,0.9891455
3867,T-cell,3,4,25,31,The mechanisms mediating T-cell depletion plus 15-deoxyspergualin (DSG)-induced prolonged allograft survival or tolerance are uncertain.,18819259_0,0,0,1,1,2,2,-1,3867,-1,0.0062898914,0.009857223,0.983853
3870,T-cell,20,21,111,117,The purpose of this study is to evaluate the role of IL-4 and IL-10 in prolonged allograft survival induced by T-cell depletion plus DSG.,18819259_1,0,0,1,1,2,2,-1,3870,-1,0.012286174,0.01846603,0.9692478
3872,T-cell,4,5,31,37,Induction therapy consisted of T-cell depletion and or brief course of DSG.,18819259_3,0,0,1,1,2,2,-1,3872,-1,0.015589098,0.03952784,0.944883
3873,T-cell,0,1,0,6,"T-cell depletion plus DSG further augmented skin allograft survival in wild-type animals relative to monotherapy (MST = 35 days vs. 25 and 21 days, p < 0.006 vs. mAbs or DSG only), and was equally effective in IL-4-/- and Stat6-/- recipients.",18819259_5,0,0,1,1,2,2,-1,3873,-1,0.0034114795,0.006724724,0.9898637
3875,T-cell,12,13,97,103,IL-4-mediated signaling through Stat6 is dispensable for prolonged allograft survival induced by T-cell depletion plus DSG.,18819259_8,0,0,1,1,2,2,-1,3875,-1,0.14621659,0.34961638,0.504167
3884,regulatory T-cell subset,8,11,60,84,A better phenotypic and functional characterization of this regulatory T-cell subset could help in identifying modulators of their activity with therapeutic finalities.,18832002_1,-1,-1,-1,-1,-1,-1,-1,3884,-1,0.00072001736,0.0011538545,0.9981262
3895,T cell IL-2,8,11,47,58,"Although an inhibitory function of IL-4 in CD4 T cell IL-2 production has long been recognized, a mechanism mediating the inhibition remains unclear.",18832679_0,-1,-1,-1,-1,-1,-1,-1,3895,-1,0.124397755,0.097400375,0.7782019
3924,T cell,37,39,217,223,"Taken together, our results demonstrate a potential link with IL-4, Blimp-1, and IL-2 production, suggesting that Blimp-1 may play an important role in controlling IL-2 production in activated T cells and in adaptive T cell immunity.",18832679_6,0,0,1,1,2,2,-1,3924,-1,0.0006023266,0.00085074775,0.9985469
3956,T cell,2,4,20,26,"In Foxp3-expressing T cell hybridomas, Foxp3 promoter binding does not lead to activation or suppression of genes which becomes only visible after T cell activation.",18841451_2,0,0,1,1,2,2,-1,3956,-1,0.00065478845,0.0011503956,0.99819475
3957,T cell,23,25,147,153,"In Foxp3-expressing T cell hybridomas, Foxp3 promoter binding does not lead to activation or suppression of genes which becomes only visible after T cell activation.",18841451_2,0,0,1,1,2,2,-1,3957,-1,0.0006048111,0.00098448,0.9984106
3958,T cell,17,19,115,121,These findings are in line with observations by others that Foxp3 exerts important functions in collaboration with T cell receptor (TCR)-dependent transcription factors in a DNA-binding complex.,18841451_3,0,0,1,1,2,2,-1,3958,-1,0.00068483694,0.0014034564,0.99791163
3970,CD4+CD25+regulatory T cells,21,24,112,139,"Cell 2008, 133 (5):775-87; Piccirillo CA, Thornton AM: Cornerstone of peripheral tolerance: naturally occurring CD4+CD25+regulatory T cells.",18926906_1,-1,-1,-1,-1,-1,-1,-1,3970,-1,0.0035864243,0.0017589133,0.99465466
3976,CD4+CD25+regulatory T cells,21,24,112,139,"Cell 2008, 133 (5):775-87; Piccirillo CA, Thornton AM: Cornerstone of peripheral tolerance: naturally occurring CD4+CD25+regulatory T cells.",18926906_5,-1,-1,-1,-1,-1,-1,-1,3976,-1,0.0035864243,0.0017589133,0.99465466
4025,T-cell,19,20,159,165,"Thus, phos-phoantigen activation of Vgamma2Vdelta2 T cells antagonizes IL-2-induced expansion of Tregs and subsequent suppression of Ag-specific antimicrobial T-cell responses in mycobacterial infection.",18981295_7,0,0,1,1,2,2,-1,4025,-1,0.004352622,0.0047427667,0.9909046
4028,type I,17,19,98,104,"For example, aberrant numbers of circulating CD4(+)CD25(+) T(reg) have been seen in patients with type I diabetes, mycosis fungoides, graft-versus-host-reaction, and rheumatoid arthritis.",18985367_2,0,0,1,1,-1,-1,-1,4028,-1,0.99475807,0.0018093608,0.0034325894
4043,T-cell,8,9,75,81,Isolated cells preferentially expressed FOXP3 and significantly suppressed T-cell proliferation in vitro.,18985477_10,0,0,1,1,2,2,-1,4043,-1,0.004203709,0.009569663,0.9862266
4051,T cell,0,2,0,6,T cell responses are determined by the environment in which antigen is encountered.,18990450_0,0,0,1,1,2,2,-1,4051,-1,0.00062452763,0.0009066235,0.9984688
4053,T cell,26,28,174,180,Proteins encoded by these genes impose a state of functional unresponsiveness in anergic T cells through the activation of different mechanisms that include dampening of the T cell receptor signaling and direct inhibition of cytokine expression.,18990450_2,0,0,1,1,2,2,-1,4053,-1,0.0005891686,0.00087563205,0.99853516
4059,T cell,7,9,59,65,The mechanisms underlying the IL-2-dependent regulation of T cell tolerance are still not fully elucidated.,18990450_5,0,0,1,1,2,2,-1,4059,-1,0.00061984535,0.0010465614,0.99833363
4067,T cell,40,42,228,234,"Our data identifies a mechanism that can explain how IL-2 may prevent or reverse the establishment of anergy in T cells and, therefore, helps to understand how the cytokine environment can be determinant to shape the outcome of T cell responses - tolerance or activation - when antigen is encountered.",18990450_8,0,0,1,1,2,2,-1,4067,-1,0.0005959143,0.0009126606,0.9984914
4077,T,28,29,187,188,"Furthermore, reconstitution of Rag2(-/-) mice with Tpl2-deficient T cells followed by T. gondii infection recapitulated the IFN-gamma defect seen in the Tpl2-deficient mice, confirming a T cell-intrinsic defect.",19001140_5,-1,0,-1,1,-1,2,-1,4077,-1,0.0006111583,0.0010272937,0.9983615
4084,T cell,23,25,153,159,"Also, anti-inflammatory effects on LPS-stimulated monocytes (TNF-alpha is decreased) and costimulatory effects on anti-CD3 stimulated T cells, (enhanced T cell proliferation and proinflammatory cytokine production) are observed.",19009291_2,0,0,1,1,2,2,-1,4084,-1,0.00059738243,0.0009201132,0.9984825
4089,IL-7 receptor alpha,2,5,14,33,Expression of IL-7 receptor alpha (CD127) is associated with naive and memory (i.e. non-effector) CD8+ T cell phenotypes.,19011158_0,-1,-1,-1,-1,-1,-1,-1,4089,-1,0.99868566,0.00079222384,0.0005221691
4105,T cell,80,82,402,408,"We show here that (i) memory cells (CD127+CD45RA-) divide frequently in response to either IL-2, -4 or -15; (ii) IL-2 and -15 enhance cell division in effector-memory-like cells (CD127-CD45RA+) while IL-4 enhances the cell division of effector cells (CD127-CD45RA-); (iii) CD8+CD127+ T cells are more sensitive to the anti-apoptotic effects of IL-2 or IL-15 than CD8+CD127- T cells and (iv) CD8+CD127+ T cell produce more Bcl-2 in response to IL-2 or IL-15 compared with CD8+CD127- T cells.",19011158_4,0,0,1,1,2,2,-1,4105,-1,0.0005880367,0.0008285304,0.99858344
4113,T cell,22,24,128,134,"We have previously shown that HLA-DQA1, a peptide derived from a highly conserved region of MHC class II, prevents alloreactive T cell priming and effector function in vivo, although underlying mechanisms are obscure.",19017939_0,0,0,1,1,2,2,-1,4113,-1,0.0005916433,0.00086072664,0.9985476
4114,T cell,11,13,84,90,In vivo administration of blocking anti-TGF-ss or depleting anti-CD25 mAb augmented T cell alloimmunity and prevented the long-term engraft induced by HLA-DQA1.,19017939_3,0,0,1,1,2,2,-1,4114,-1,0.00067948154,0.001608312,0.99771225
4121,T cell,9,11,56,62,"Because retinal pigment epithelial (RPE) cells suppress T cell activation by releasing soluble inhibitory factors, we studied whether soluble factors also promote the generation of T regulatory (Treg) cells.",19017942_1,0,0,1,1,2,2,-1,4121,-1,0.0006209729,0.0008820566,0.998497
4137,T cell,12,14,88,94,These results show that immunosuppressive factors derived from RPE cells participate in T cell suppression.,19017942_8,0,0,1,1,2,2,-1,4137,-1,0.0006458182,0.0011934991,0.9981608
4139,T cell,1,3,7,13,"During T cell interaction with APC, CD28 is recruited to the central region (cSMAC) of the immunological synapse.",19017952_0,0,0,1,1,2,2,-1,4139,-1,0.0006135419,0.0009061256,0.99848026
4164,T cell,6,8,39,45,"Correspondingly, TSLP increases CD8(+) T cell survival in vitro as well as in wild-type and T-depleted mice in vivo, without altering the homeostatic proliferation of these cells.",19017958_4,0,0,1,1,2,2,-1,4164,-1,0.00059068494,0.0008796477,0.9985297
4169,T cell,11,13,54,60,"Thus, our data reveal that TSLP contributes to CD8(+) T cell homeostasis in both normal and lymphopenic conditions.",19017958_6,0,0,1,1,2,2,-1,4169,-1,0.0005959473,0.00091979105,0.9984843
4177,T-cell,8,9,53,59,This deficiency in regulation was reversed as normal T-cell numbers were restored.,19023118_5,0,0,1,1,2,2,-1,4177,-1,0.0042120777,0.0059150187,0.98987293
4186,T-cell,15,16,77,83,"Here, we show that mouse CD25(+)Foxp3(+) Treg can be converted into a hybrid T-cell population characterized by the expression of Foxp3 and ROR-gammat and the production of IL-17.",19039774_3,0,0,1,1,2,2,-1,4186,-1,0.0028283603,0.004358234,0.9928134
4190,Foxp3(+)ROR-gammat(-)-T cells,13,15,75,104,"Within the Foxp3(+) population, only Foxp3(+)ROR-gammat(+) T cells but not Foxp3(+)ROR-gammat(-)-T cells become Foxp3(+)IL-17(+) T cells.",19039774_5,-1,-1,-1,-1,-1,-1,-1,4190,-1,0.63129914,0.022322118,0.34637877
4199,T cell,45,47,260,266,"To more closely examine the requirements for FOXP3 to reprogram human T cells into Treg, we developed a conditionally active form of FOXP3 and show here that full acquisition of Treg phenotype and function is strictly dependent on the amount of active FOXP3 a T cell expresses.",19039775_2,0,0,1,1,2,2,-1,4199,-1,0.0005951783,0.00088187633,0.99852294
4208,T cell,6,8,37,43,A recurring theme in post-thymic CD4 T cell differentiation is the cross-regulation of lineage choice by cytokines and transcription factors that are expressed in alternative lineages.,19046990_1,0,0,1,1,2,2,-1,4208,-1,0.00064752495,0.0009669925,0.9983854
