,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
17709,tumor tissues,40,42,239,252,"Moreover, treatment with Ad-HBx-mIL-12 not only induced a massive accumulation of immune cells (CD8(+) T leukocytes, macrophages and dendritic cells) in tumors in situ, also apparently reduced the number of angiogenic blood vessels within tumor tissues.",22710287_5,-1,-1,-1,-1,17709,-1,1.0304994e-05,0.9999652,2.4505807e-05
17714,the tumor,22,24,131,140,"These results suggest that HBx-mIL-12 can not only induce cell cycle arrest and apoptosis in HCC cells, but also effectively shift the tumor microenvironment from pro-oncogenic to antitumor through recruitment of immune cells and inhibiting stromal cell growth, such as vascular endothelial cells.",22710287_6,-1,-1,-1,-1,17714,-1,3.8674616e-06,0.9999918,4.3471014e-06
17724,these cells,11,13,66,77,"However, the distribution, phenotypic features, and regulation of these cells in gastric cancer remain unknown.",22729557_1,-1,-1,-1,-1,17724,-1,1.8295104e-05,1.5715677e-05,0.999966
17728,blood,12,13,70,75,"METHODS: The levels of CD8(+)Foxp3(+) T lymphocytes in the peripheral blood, tumor-draining lymph nodes, non-tumor tissues, and tumor tissues of patients with gastric cancer were detected by flow cytometry.",22729557_2,0,1,-1,-1,17728,-1,0.0064821984,0.53618914,0.45732868
17730,tissues,19,20,115,122,"METHODS: The levels of CD8(+)Foxp3(+) T lymphocytes in the peripheral blood, tumor-draining lymph nodes, non-tumor tissues, and tumor tissues of patients with gastric cancer were detected by flow cytometry.",22729557_2,-1,1,2,-1,17730,-1,6.6409964e-05,0.99504733,0.004886273
17731,tumor tissues,22,24,128,141,"METHODS: The levels of CD8(+)Foxp3(+) T lymphocytes in the peripheral blood, tumor-draining lymph nodes, non-tumor tissues, and tumor tissues of patients with gastric cancer were detected by flow cytometry.",22729557_2,-1,-1,-1,-1,17731,-1,1.1954274e-05,0.99992514,6.288239e-05
17735,function,2,3,16,24,The suppressive function of CD8(+)Foxp3(+) T lymphocytes was analyzed by their effect on CD4(+) T-cell proliferation and IFN-γ production.,22729557_4,0,1,2,-1,17735,-1,1.2730064e-05,0.99997365,1.3669757e-05
17746,tumor tissues,10,12,58,71,"RESULTS: The frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues was significantly higher than that in non-tumor tissues, and similar results were also observed in tumor-draining lymph nodes compared with peripheral blood.",22729557_6,-1,-1,-1,-1,17746,-1,1.42872605e-05,0.99992454,6.118568e-05
17747,than that,15,17,97,106,"RESULTS: The frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues was significantly higher than that in non-tumor tissues, and similar results were also observed in tumor-draining lymph nodes compared with peripheral blood.",22729557_6,-1,-1,-1,-1,17747,-1,6.6873217e-06,0.99998796,5.3966573e-06
17748,tissues,19,20,120,127,"RESULTS: The frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues was significantly higher than that in non-tumor tissues, and similar results were also observed in tumor-draining lymph nodes compared with peripheral blood.",22729557_6,-1,1,2,-1,17748,-1,2.2903136e-05,0.9995622,0.0004149155
17750,blood,34,35,223,228,"RESULTS: The frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues was significantly higher than that in non-tumor tissues, and similar results were also observed in tumor-draining lymph nodes compared with peripheral blood.",22729557_6,0,1,-1,-1,17750,-1,0.008860542,0.2560772,0.7350623
17756,tumor tissues,14,16,95,108,"TGF-β1 levels were positively correlated with the frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues, and in vitro TGF-β1 could induce the generation of CD8(+)Foxp3(+) T lymphocytes in a dose-dependent manner.",22729557_8,-1,-1,-1,-1,17756,-1,4.846212e-06,0.9999877,7.403784e-06
17758,the generation,23,25,143,157,"TGF-β1 levels were positively correlated with the frequency of CD8(+)Foxp3(+) T lymphocytes in tumor tissues, and in vitro TGF-β1 could induce the generation of CD8(+)Foxp3(+) T lymphocytes in a dose-dependent manner.",22729557_8,-1,-1,-1,-1,17758,-1,5.899613e-06,0.9999894,4.698668e-06
17772,T-cell functions,23,25,155,171,"CONCLUSIONS: Our data have shown that increased intratumoral CD8(+)Foxp3(+) T lymphocytes are associated with tumor stage and potentially influence CD4(+) T-cell functions, which may provide insights for developing novel immunotherapy protocols against gastric cancer.",22729557_11,-1,-1,-1,-1,17772,-1,1.3761892e-05,7.1989216e-06,0.99997914
17773,functional cell,2,4,15,30,Phenotypic and functional cell properties are usually analyzed at the level of defined cell populations but not single cells.,22735807_0,-1,-1,-1,-1,17773,-1,4.8387727e-05,2.4419816e-05,0.99992716
17778,functional,10,11,67,77,"Yet, large differences between individual cells may have important functional consequences.",22735807_1,0,1,2,-1,17778,-1,0.013233582,0.98527527,0.0014912005
17779,that T-cell-mediated immunity,3,6,13,42,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,-1,-1,-1,-1,17779,-1,0.029431775,0.3762894,0.5942789
17782,than the,16,18,106,114,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,-1,-1,-1,-1,17782,-1,5.766676e-06,0.9999894,4.7938183e-06
17783,functions,20,21,122,131,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,0,1,2,-1,17783,-1,0.0017840938,0.99763227,0.00058361626
17784,T-cell,23,24,146,152,"It is likely that T-cell-mediated immunity depends on the polyfunctionality of individual T cells, rather than the sum of functions of responding T-cell subpopulations.",22735807_2,-1,1,2,-1,17784,-1,1.01702735e-05,8.212999e-06,0.99998164
17787,tumor-specific T cells,19,22,147,169,"We performed highly sensitive single-cell gene expression profiling, allowing the direct ex vivo characterization of individual virus-specific and tumor-specific T cells from healthy donors and melanoma patients.",22735807_3,-1,-1,-1,-1,17787,-1,0.0030570964,0.7386616,0.25828132
17789,the natural tumor peptide,7,11,47,72,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,-1,-1,-1,-1,17789,-1,8.522696e-06,0.99998605,5.3864865e-06
17791,functions,17,18,120,129,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,0,1,2,-1,17791,-1,0.00050710817,0.00020696208,0.999286
17793,peptide,25,26,175,182,We have previously shown that vaccination with the natural tumor peptide Melan-A-induced T cells with superior effector functions as compared with vaccination with the analog peptide optimized for enhanced HLA-A*0201 binding.,22735807_4,0,-1,2,-1,17793,-1,2.3143048e-05,0.99996424,1.2629735e-05
17794,that natural peptide,3,6,14,34,"Here we found that natural peptide vaccination induced tumor-reactive CD8 T cells with frequent coexpression of both memory/homing-associated genes (CD27, IL7R, EOMES, CXCR3, and CCR5) and effector-related genes (IFNG, KLRD1, PRF1, and GZMB), comparable with protective Epstein-Barr virus-specific and cytomegalovirus-specific T cells.",22735807_5,-1,-1,-1,-1,17794,-1,0.00091603183,0.9989706,0.00011329733
17805,peptide,16,17,135,142,"In contrast, memory/homing-associated and effector-associated genes were less frequently coexpressed after vaccination with the analog peptide.",22735807_6,0,-1,2,-1,17805,-1,0.5492735,0.43885955,0.011867017
17813,functional gene,2,4,11,26,Such broad functional gene expression signatures within antigen-specific T cells may be critical for mounting efficient responses to pathogens or tumors.,22735807_8,-1,-1,-1,-1,17813,-1,4.1943e-05,0.99994636,1.1742484e-05
17814,antigen-specific T cells,7,10,56,80,Such broad functional gene expression signatures within antigen-specific T cells may be critical for mounting efficient responses to pathogens or tumors.,22735807_8,-1,-1,-1,-1,17814,-1,0.7117782,0.00056863565,0.28765318
17819,the functional,20,22,141,155,"In summary, direct ex vivo high-resolution molecular characterization of individual T cells provides key insights into the processes shaping the functional properties of tumor-specific and virus-specific T cells.",22735807_9,-1,-1,-1,-1,17819,-1,1.5799307e-05,0.9999747,9.4148645e-06
17824,toll-like receptor,7,9,45,63,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,-1,-1,-1,-1,17824,-1,0.000574415,0.9885351,0.010890481
17834,blood,48,49,324,329,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,0,1,-1,-1,17834,-1,0.00030364297,0.9983506,0.0013457921
17835,tumor tissues,50,52,334,347,AIM: To investigated the interaction between toll-like receptor 4 (TLR4)-activated hepatoma cells and macrophages in the induction of tumor-immune suppression mediated by CD4+CD25(high) family of transcription factor P3 (FOXP3) regulatory T cells (Tregs).METHODS: The proportion of FOXP3+ Tregs was identified in peripheral blood and tumor tissues of 60 hepatocellular carcinoma (HCC) patients.,22736917_0,-1,-1,-1,-1,17835,-1,7.572227e-06,0.999977,1.5417994e-05
17837,tumor tissues,5,7,32,45,TLR4 expression was examined in tumor tissues and cell lines.,22736917_1,-1,-1,-1,-1,17837,-1,6.523568e-06,0.9999802,1.3303322e-05
17842,blood,10,11,64,69,The correlation was examined between FOXP3+ Tregs in peripheral blood and TLR4 expression of HCC tissues.,22736917_2,0,1,-1,-1,17842,-1,0.0039201765,0.39815664,0.5979232
17844,tissues,16,17,97,104,The correlation was examined between FOXP3+ Tregs in peripheral blood and TLR4 expression of HCC tissues.,22736917_2,-1,1,2,-1,17844,-1,0.00082717225,0.0004323704,0.9987404
17850,cytokines tumor,26,28,171,186,"Following activation of TLR4 in H22 murine hepatoma cells pre-incubated with lipopolysaccharide (LPS) and co-cultured with macrophage cell line RAW246.7, the synthesis of cytokines tumor necrosis factor-α, CCL22, and interleukin (IL)-10 by the two cell lines was detected and analyzed.",22736917_3,-1,-1,-1,-1,17850,-1,0.9984865,0.0010107309,0.0005028259
17851,factor-α,29,30,196,204,"Following activation of TLR4 in H22 murine hepatoma cells pre-incubated with lipopolysaccharide (LPS) and co-cultured with macrophage cell line RAW246.7, the synthesis of cytokines tumor necrosis factor-α, CCL22, and interleukin (IL)-10 by the two cell lines was detected and analyzed.",22736917_3,0,1,-1,-1,17851,-1,0.99995303,5.5918554e-06,4.1337844e-05
17854,the two cell,37,40,240,252,"Following activation of TLR4 in H22 murine hepatoma cells pre-incubated with lipopolysaccharide (LPS) and co-cultured with macrophage cell line RAW246.7, the synthesis of cytokines tumor necrosis factor-α, CCL22, and interleukin (IL)-10 by the two cell lines was detected and analyzed.",22736917_3,-1,-1,-1,-1,17854,-1,0.004391088,0.5576513,0.43795764
17862,tissues,33,34,192,199,"RESULTS: FOXP3+ Tregs were enriched in tumor sites, and circulating FOXP3+ Tregs were increased in HCC patients in correlation with multiple tumor foci and up-regulated TLR4 expression in HCC tissues.",22736917_4,-1,1,2,-1,17862,-1,0.0005289948,0.045017898,0.9544531
17863,analysis,1,2,18,26,Semi-quantitative analysis indicated that TLR4 was over-expressed in HCC compared with the matched normal tissues.,22736917_5,0,1,-1,-1,17863,-1,6.160085e-06,0.9999889,4.8939255e-06
17864,that TLR4,3,5,37,46,Semi-quantitative analysis indicated that TLR4 was over-expressed in HCC compared with the matched normal tissues.,22736917_5,-1,-1,-1,-1,17864,-1,8.284417e-06,0.99998033,1.1391758e-05
17866,tissues,14,15,106,113,Semi-quantitative analysis indicated that TLR4 was over-expressed in HCC compared with the matched normal tissues.,22736917_5,-1,1,2,-1,17866,-1,0.00031899277,0.72342724,0.27625376
17868,that the,4,6,39,47,Cell cultivation experiments indicated that the mRNAs of IL-10 and CCL22 were significantly up-regulated in the RAW246.7 cell line when co-cultured with LPS pre-incubated H22 cells.,22736917_6,-1,-1,-1,-1,17868,-1,3.8823755e-06,0.99999166,4.466891e-06
17878,Tregs to the tumor,14,18,86,104,"CONCLUSION: In hepatoma cell lines, TLR4 may indirectly facilitate the recruitment of Tregs to the tumor site and promote intrahepatic metastasis through its interaction with macrophages.",22736917_7,-1,-1,-1,-1,17878,-1,4.015594e-06,0.9999906,5.3763856e-06
17882,function,7,8,57,65,NFAT transcription factors control T-cell activation and function.,22738913_0,0,1,2,-1,17882,-1,0.0028919044,0.011407861,0.98570025
17883,the transcription factor NFATc2,2,6,14,45,"Specifically, the transcription factor NFATc2 affects the regulation of cell differentiation and growth and plays a critical role in the development of colonic inflammation.",22738913_1,-1,-1,-1,-1,17883,-1,0.00017942113,0.9997888,3.1735104e-05
17884,the regulation,7,9,54,68,"Specifically, the transcription factor NFATc2 affects the regulation of cell differentiation and growth and plays a critical role in the development of colonic inflammation.",22738913_1,-1,-1,-1,-1,17884,-1,5.7809725e-06,0.99998784,6.324874e-06
17890,NFATc2 to the,16,19,114,127,"Here, we used an experimental model of colitis-associated colorectal carcinoma to investigate the contribution of NFATc2 to the promotion of colonic tumors.",22738913_2,-1,-1,-1,-1,17890,-1,6.0884027e-05,0.9999012,3.7956957e-05
17900,cytokines interleukin,30,32,223,244,"This observed decrease in colonic tumor progression was associated with reduced endoscopic inflammation, increased apoptosis of lamina propria T lymphocytes, and significantly reduced levels of the critical proinflammatory cytokines interleukin (IL)-21 and IL-6.",22738913_4,-1,-1,-1,-1,17900,-1,0.99994314,8.174176e-06,4.85897e-05
