,text,pmid,entities,start_chars,end_chars,label
3437,IL-7 receptor α (IL-7Rα) on thymocytes and T cells is rapidly internalized upon IL-7 ligation.,22069310_1,thymocytes,28,38,2
3438,"IL-7 was found to contribute to T(reg) cell homeostasis, however, not as a growth factor but rather for their persistence.",21928285_5,"growth factor,IL-7","75,0","88,4","0,0"
3439,"IL-7-dependent T-cell functions were determined by analysing STAT5 phosphorylation, antigen-specific cytokine release and by analysing markers of T-cell exhaustion and inflammation.",28582466_7,STAT5,61,66,1
3440,IL-7-induced phosphorylation of STAT5 as well as Bcl-2 and CD25 expression were lower in T. cruzi-infected subjects compared with uninfected controls.,25769928_5,STAT5,32,37,1
3441,"IL-7Rαlow EM CD8+ T cells show decreased expression of GATA3 and c-MYC and are defective in metabolic reprogramming toward glycolysis, a process required for the proliferation of T cells.",33106337_2,"c-MYC,GATA3,CD8+ T cells","65,55,13","70,60,25","1,1,2"
3442,"IL-9 and IL-9R expressions were also elevated in the infected liver tissue, and IL-9 level was positively correlated with the liver inflammation.",29391143_5,"IL-9,IL-9","0,80","4,84","0,0"
3443,IL-9 is a pleiotropic cytokine that can regulate autoimmune and allergic responses.,23913959_0,IL-9,0,4,0
3444,"IL-9 is produced by T cells, natural killer T cells, mast cells, eosinophils, and innate lymphoid cells, although the cells required for mast cell accumulation during allergic inflammation remain undefined.",25746972_1,"IL-9,natural killer T cells,mast cells,mast cell","0,29,53,137","4,51,63,146","0,2,0,0"
3445,IL-9-producing CD4+ (Th9) cells are a subset of CD4+ T-helper cells that are endowed with powerful antitumor capacity.,30914642_0,"CD4+,CD4+ (","48,15","52,21","2,2"
3446,"IL-9-secreting T cells develop in response to the combination of IL-4 and TGF-β, although they clearly require other cytokine signals, leading to the activation of transcription factors including STAT5.",26976954_1,"IL-4,TGF-β,transcription factors,STAT5","65,74,164,196","69,79,185,201","0,0,1,1"
3447,"IL10 is an anti-inflammatory cytokine, so Tr1 cells might be used in the treatment of inflammatory bowel diseases.",31513797_2,"Tr1 cells,IL10","42,0","51,4","2,0"
3448,"IL12Rβ1/TYK2 and IFN-γR/STAT1 function in a feed-forward loop to induce Th1 cells, whereas IL-21/IL-21R/STAT3 signaling is required for Th17, Tfh, and IL-10-secreting cells.",27401342_4,"Th1 cells,Th17,Tfh","72,136,142","81,140,145","2,2,2"
3449,IL12Rβ1/TYK2 and NEMO are also required for Th17 induction.,27401342_5,Th17,44,48,2
3450,IL17A gene and protein expression was not detected in any of the tissues.,29633265_10,IL17A,0,5,0
3451,ILC2 deficiency or blocking ILC2 function by neutralization of the IL-33 receptor with anti-ST2 diminished the suppressive effect of adiponectin on cold-induced adipose thermogenesis and energy expenditure.,33104171_6,suppressive,111,122,0
3452,"IL‑17 expression in cell sample supernatants was determined by enzyme‑linked immunosorbent assay, and cell viability was measured using the Cell Counting kit‑8 assay.",27922688_6,IL‑17,0,5,0
3453,"IMPORTANCE During early viral infection, overwhelming antigen exposure can cause functional exhaustion of CD8+ T cells and lead to chronic infection.",28878077_9,CD8+ T cells,106,118,2
3454,IMPORTANCE The balance between effector CD4+ T-cell and immunosuppressive regulatory T-cell (Treg) responses determines the outcome of an infectious disease.,34781737_9,"CD4+ T-cell,Treg","40,93","51,97","2,2"
3455,IMPORTANCE: CD8(+) cytotoxic T lymphocytes (CTLs) play an important role in the control of viral infections and destroy tumor cells.,24696473_7,"tumor cells,CD8(+)","120,12","131,18","0,2"
3456,IMPORTANCE: The objective of this study was to investigate the effect of human immunodeficiency virus type 1 (HIV-1) Tat on the PD-1/PD-L1 coinhibitory pathway on human monocyte-derived dendritic cells (MoDCs).,24696476_9,monocyte-derived,169,185,0
3457,INTERPRETATION: FFAR4 deletion attenuates colitis by modulating Treg cells via the ZBED6-IL33 pathway.,35588628_6,Treg cells,64,74,2
3458,"INTRODUCTION: Asthma is associated with activation of interleukin-4 (IL-4)/interleukin-13 (IL-13)/signal transducer and activator of transcription factor-6(STAT6) inflammatory response via overexpression of all pathway components: IL-4, IL-13, and STAT6.OBJECTIVES: To evaluate the association of IL-4, IL-13, and STAT6 expression and immunoexpression with atopic asthma development.",26781462_0,"IL-13,interleukin-4,transducer,IL-4,IL-13,IL-4,STAT6","303,54,105,231,237,297,314","308,67,115,235,242,301,319","0,0,1,0,0,0,1"
3459,INTRODUCTION: IL-10 is a very important anti-inflammatory cytokine.,22192790_0,IL-10,14,19,0
3460,INTRODUCTION: Impaired proliferation and production of IL2 are the hallmarks of experimental T cell tolerance.,29314730_0,IL2,55,58,0
3461,"INTRODUCTION: Inducible costimulatory molecule (ICOS) is important for the effector function of T cells, especially for Th2 and T cell dependent B cell responses.",19291374_0,Th2,120,123,2
3462,INTRODUCTION: Interleukin 2 (IL-2) induces an essential signal for T regulatory (Treg) cells.,18726679_0,"Interleukin 2,IL-2","14,29","27,33","0,0"
3463,"INTRODUCTION: Interleukin-10 (IL-10) producing B cells, also known as regulatory B (Breg) cells, play a key role in controlling autoimmunity.",22315945_0,"Interleukin-10,IL-10","14,30","28,35","0,0"
3464,"INTRODUCTION: Regulatory factor X-box 1 (RFX1) can interact with DNA methyltransferase 1 (DNMT1) and histone deacetylase 1 (HDAC1), and RFX1 down-regulation contributes to DNA hypomethylation and histone H3 hyperacetylation at the cluster of differentiation (CD) 11a and CD70 promoters in CD4(+) T cells of patients with systemic lupus erythematosus (SLE).",21192791_0,"RFX1,RFX1,CD4(+) T cells","41,136,289","45,140,303","1,1,2"
3465,IRF-1(-/-) splenic DC were markedly impaired in their ability to produce proinflammatory cytokines such as IL-12.,16966383_4,IL-12,107,112,0
3466,"IRF-1-deficient mice (IRF-1(-/-)) exhibited a predominance of plasmacytoid DC and a selective reduction of conventional DC, especially the CD8alpha(+) subset.",16966383_3,IRF-1(-/-,22,31,1
3467,"IRF-2 may represent a unique negative regulator, attenuating IFN-alpha/beta-induced gene transcription, which is necessary for balancing the beneficial and harmful effects of IFN-alpha/beta signaling in the immune system.",11114377_4,"IRF-2,gene transcription","0,84","5,102","1,1"
3468,IRF-5 is found to be increased in SLE and can regulate the production of IL-2 negatively.,27987522_14,IL-2,73,77,0
3469,IRF4 is a transcription factor from the IRF factor family that plays pivotal roles in the differentiation and function of T and B lymphocytes.,24489086_0,transcription factor,10,30,1
3470,"IRF4 mRNA levels were positively correlated with GATA3, RORγt, and FOXP3 mRNA levels in allergic asthmatics but not in healthy controls.",22515488_9,GATA3,49,54,1
3471,IRF4-deficient mice failed to generate Tc17 and Th17 cells and were resistant to EAE.,23221338_2,Th17 cells,48,58,2
3472,"IRF5 was required for PRR-induced MAPK and NF-κB activation, which, in turn, regulated these key outcomes in myeloid cells.",32690658_3,myeloid cells,109,122,0
3473,IRF7 message was localized to microglia and infiltrating leukocytes.,22196084_7,IRF7,0,4,1
3474,"IRF7(-/-) and IRF3/7(-/-) mice presented with airway eosinophilia, whereas only IRF3/7(-/-) mice developed an exaggerated type 1 and 17 helper T-cell response, characterized by natural killer T-cell and neutrophilic inflammation.",24726644_4,"natural killer T-cell,IRF7(-/-)","177,0","198,9","2,1"
3475,IRF8 was induced steadily and inhibited T(H)17-cell differentiation during T(H)17 lineage commitment at least in part through its physical interaction with RORγt.,21587231_5,"T(H)17-cell,T(H)17","40,75","51,81","2,2"
3476,"ISG15 is widely known to be involved in a process called ISGylation, where it binds to over 150 targets from a variety of classes of proteins including central immune signaling pathways such as those mediated by NFκB, JNK, and IRF-3.",28467275_1,"NFκB,IRF-3","212,227","216,232","1,1"
3477,"ITE also reversed the systemic and intestinal frequency of CD4+ T cells during colitis and suppressed inflammatory cytokines including IFN-γ, TNF-α, IL-17, IL-6, and IL-1 as well as induced IL-10 levels.",29672155_8,"CD4+ T cells,TNF-α,IL-17,IL-1,IL-10,IFN-γ","59,142,149,166,190,135","71,147,154,170,195,140","2,0,0,0,0,0"
3478,ITK and TXK/RLK are Tec family kinases that are expressed in iNKT cells; the expression level of ITK is ∼7-fold higher than that of TXK.,22403441_1,iNKT cells,61,71,2
3479,IVMP-treated CD8(+)CD25(+) Treg cells directly suppressed CD4(+) T proliferation and induced CD4(+)CD45RO(+) apoptosis.,24475019_3,Treg cells,27,37,2
3480,"Id1 expression also allowed in vitro Treg differentiation without anti-CD28 costimulation, which was at least in part due to enhanced production of IL-2.",24920844_8,"Id1,IL-2","0,148","3,152","1,0"
3481,Id2-kd neuroblastoma (Neuro2a) cells (Id2-kd N2a) failed to grow in most immune competent mice and these mice subsequently developed immunity against further wild-type Neuro2a tumor cell challenge.,26079374_3,tumor cell,176,186,0
3482,"Ideally, better understanding of expression and action of key transcription factors and the epigenetic landscape of Th17 can help explain the flexibility and diversity of interleukin-17-producing cells.",21782512_4,"transcription factors,Th17","62,116","83,120","1,2"
3483,Identification of cell surface markers sufficient to purify Treg cells expanded ex vivo to remove cellular contaminants requires optimization.,28118317_1,Treg cells,60,70,2
3484,Identification of the factors that influence Treg cell function is extremely important.,32480291_1,Treg cell,45,54,2
3485,"If Rag-/- mice are instead reconstituted with naive CD4+25- T cells expressing a mutated TGF-beta receptor, induction of Foxp3+ Treg in Pan02 bearing mice is blocked.",19307989_9,Treg,128,132,2
3486,"If T-cells were sorted according to their CD127 expression, a tiny subset of Treg cells (CD4(+)CD25(+)CD127(low)) is highly suppressive even without prior antigen exposure.",22272233_9,"suppressive,T-cells,Treg cells","124,3,77","135,10,87","0,2,2"
3487,Ifng ablation rescued the Treg cell homeostatic defect and alleviated development of autoimmunity in Foxp3CremiR-142fl/fl mice.,35180231_6,Treg cell,26,35,2
3488,"IgE stripping reduced CD4(+) and CD4(+) CD25(-) T cell responses to allergen, but had no effect on suppression by CD4(+) CD25(+) T cells.",19622090_9,CD4(+),22,28,2
3489,Ikaros and FOXP3 were both decreased in T cells.,28038358_3,Ikaros,0,6,1
3490,Ikaros is a transcription factor that is expressed in blood cells from the level of the hematopoietic stem cell.,30635395_2,"Ikaros,transcription factor,hematopoietic stem cell","0,12,88","6,32,111","1,1,0"
3491,"Il4 gene accessibility, analyzed by restriction enzyme accessibility (REA) at sites in the promoter, in the second intron (DNase I hypersensitivity sites HSII and HSIII) and in CNS-1 in the two populations was also similar.",14975241_2,Il4,0,3,0
3492,Immature DC have been shown to induce T regulatory cells (Treg) specific for foreign and allogeneic Ags.,19801514_1,Treg,58,62,2
3493,"Immune adjuvants, including double-stranded (ds)RNAs, which signal via Toll-like receptor-3 (TLR3) and helicase (RIG-I/MDA5) pathways, all induce intratumoral production of CTL-attractants, but also Treg attractants and suppressive factors, raising the question of whether induction of these opposing groups of immune mediators can be separated.",29853604_1,"Treg,suppressive factors","199,220","203,239","2,0"
3494,"Immune complexes consisting of heparin, platelet factor 4 (PF4), and PF4/heparin-reactive Abs are central to the pathogenesis of heparin-induced thrombocytopenia.",31471526_1,"platelet factor 4,PF4","40,59","57,62","0,0"
3495,Immune non-response to HBV vaccination may be connected to insufficient secretion of IFNgamma; There was no correlation between the titer of anti-HBs and the expressions of IFNgamma and CD4+CD25+ Foxp3.,21059286_6,IFNgamma,173,181,0
3496,Immune nonresponder (INR) HIV-1-infected subjects are characterized by their inability to reconstitute the CD4+ T cell pool after antiretroviral therapy.,30320604_0,CD4+ T cell,107,118,2
3497,Immune-mediated gene therapy using adenovirus expressing Flt3 ligand and thymidine kinase followed by ganciclovir administration (Flt3/TK) effectively elicits tumor regression in preclinical glioma models.,22996231_0,ligand,62,68,0
3498,Immunity to the bovine apicomplexan parasite Theileria parva is associated with MHC-I restricted CD8+ T cell responses directed against the intralymphocytic schizont stage of the parasite.,19249107_0,CD8+ T cell,97,108,2
3499,Immunity to viruses requires an array of critical cellular proteins that include IFN regulatory factor 3 (IRF3).,33020188_0,IRF3,106,110,1
3500,Immunization induced both FoxP3+ T(regs) and Th2 cytokines to establish a state of immune homeostasis and create a quiescent steadier immune response to DSS.,25766778_3,Th2,45,48,2
3501,"Immunization of mice with the model antigen KLH in the presence of RA and IL-2 induces T cells that secrete IL-10, but not IL-17 or IFN-γ, and express LAG-3, CD49b and PD-1 but not Foxp3, a phenotype typical of Tr1 cells.",30894405_3,"IL-2,IL-10,IL-17,IFN-γ,Tr1 cells","74,108,123,132,211","78,113,128,137,220","0,0,0,0,2"
3502,"Immunization with OVA/rLZ-8 showed that the anti-OVA IgG2a, IFN-gamma, and IL-2 were increased significantly compared with OVA alone in BALB/c mice.",19498044_11,"IFN-gamma,IL-2","60,75","69,79","0,0"
3503,Immunization with Schistosoma mansoni soluble antigen preparations protects non-obese diabetic (NOD) mice against the development of type 1 diabetes.,21710488_0,soluble,38,45,0
3504,Immuno-blot showed increased expression of FOXP3 and NFAT1 in CD4+CD25- and CD4+CD25+ T cells exposed to rATG.,18250226_4,NFAT1,53,58,1
3505,"Immuno-regulatory defects, including a reduction in the number and function of regulatory T cells, play an important role in the development of autoimmune diabetes in both humans and non-obese diabetic (NOD) mice.",17412560_0,regulatory T cells,79,97,2
3506,Immunohistochemical staining of Foxp3 in explanted tumors shows an identifiable population of Treg in the Pan02 (TGF-beta positive) tumors but not Eso2 (TGF-beta negative).,19307989_6,Treg,94,98,2
3507,"Immunohistochemical staining showed significantly higher ratio of CD4+ Foxp3+ Treg s in the peri-graft site, but not in the spleen and kidney-draining lymph node of the recipient mice.",31111577_7,"CD4+,Treg","66,78","70,82","2,2"
3508,"Immunologic evaluation of a young man with autoimmune enterocolopathy and unexplained infections revealed evidence of immunodeficiency, including IgG subclass deficiency, impaired Ag-induced lymphocyte proliferation, reduced cytokine production by CD8(+) T lymphocytes, and decreased numbers of NK cells.",25667416_1,"immunodeficiency,cytokine,CD8(+) T lymphocytes","118,225,248","134,233,268","1,0,2"
3509,Immunological adjuvants activate innate immune cells for Ag presentation and elicitation of cytokines like IL-12 that promote T cell expansion and effector differentiation.,17114431_0,IL-12,107,112,0
