,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
30497,suppressive,21.0,22.0,140.0,151.0,"Importantly, transforming growth factor-β (TGF-β) was a key factor for Treg-mediated immune suppression as blocking TGF-β activity reversed suppressive capacity of Tregs in vitro and diabetes-resistant effects of C3 deficiency in vivo.",21767994_6,0,-1,-1,0,0
30536,IL-2,8.0,9.0,57.0,61.0,"Progesterone enhanced activation of STAT5 in response to IL-2, whereas it decreased STAT3 activation in response to IL-6, which is in line with the selective activity of progesterone in generation of Tregs versus Th17 cells.",21768398_7,0,-1,-1,0,0
30577,IL-12p40,34.0,35.0,232.0,240.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30578,IL-23,36.0,37.0,242.0,247.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30579,IL-17,38.0,39.0,249.0,254.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30580,tumor necrosis factor-α,40.0,43.0,256.0,279.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30581,IL-8,44.0,45.0,281.0,285.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30582,CCL20,47.0,48.0,291.0,296.0,"Proteome array studies revealed that treatment of human primary cells with wild-type and mutant HERV-K dUTPase proteins triggered the secretion of T(H)1 and T(H)17 cytokines involved in the formation of psoriatic plaques, including IL-12p40, IL-23, IL-17, tumor necrosis factor-α, IL-8, and CCL20, in dendritic/Langerhans-like cells and to a lesser extent in keratinocytes.",21776007_5,0,-1,-1,0,0
30656,CD154,8.0,9.0,45.0,50.0,"Using flow cytometry, expression of CD69 and CD154 on T cells, in response to stimulation with CD3/CD28 beads, was used as a measure of activation in the assay.",21781972_6,0,-1,-1,0,0
30732,IL-13,36.0,37.0,240.0,245.0,"We recently showed that a low-dose administration of polyinosinic polycytidylic acid (poly IC), a mimetic of viral dsRNA, during allergen sensitization augments airway eosinophilia and hyperresponsiveness in mice via enhanced production of IL-13 from T cells.",21799119_2,0,-1,-1,0,0
30750,IL-10,7.0,8.0,57.0,62.0,The augmented inflammation was associated with decreased IL-10 in the bronchoalveolar lavage fluid and decreased Foxp3(+) regulatory T cells in the lungs.,21799119_7,0,-1,-1,0,0
30768,IL-10,15.0,16.0,117.0,122.0,"Finally, anti-IL-6 receptor monoclonal antibody treatment before poly IC/d-GalN completely prevented the decrease of IL-10 and Foxp3(+) regulatory T cells and the augmentation of airway inflammation.",21799119_11,0,-1,-1,0,0
30835,IL-2,4.0,5.0,25.0,29.0,"Moreover, Th1-(IFN-γ and IL-2) Ag-specific cellular responses were detected by ELISPOT assay in splenocytes of the same animals as well as an increase of IL-12 levels in the plasma.",21816192_3,0,-1,-1,0,0
30839,IL-12,26.0,27.0,154.0,159.0,"Moreover, Th1-(IFN-γ and IL-2) Ag-specific cellular responses were detected by ELISPOT assay in splenocytes of the same animals as well as an increase of IL-12 levels in the plasma.",21816192_3,0,-1,-1,0,0
30869,suppressive,21.0,22.0,123.0,134.0,"PROBLEM  The specialized regulatory T-cells (Treg) population, essential for maternal tolerance of the fetus, performs its suppressive actions in the critical peri-implantation phase of pregnancy.",21819477_0,0,-1,-1,0,0
30877,IL-2,24.0,25.0,160.0,164.0,METHOD OF STUDY  Human T-regulatory cells were differentiated from naïve CD45RA(+) CCR7(+) cells obtained from peripheral blood mononuclear cells cultured with IL-2 and TGFβ over 5 days.,21819477_2,0,-1,-1,0,0
30878,TGFβ,26.0,27.0,169.0,173.0,METHOD OF STUDY  Human T-regulatory cells were differentiated from naïve CD45RA(+) CCR7(+) cells obtained from peripheral blood mononuclear cells cultured with IL-2 and TGFβ over 5 days.,21819477_2,0,-1,-1,0,0
30892,TGFβ,9.0,10.0,65.0,69.0,RESULTS  Trophoblast cells constitutively secrete high levels of TGFβ and induced a significant increase of Foxp3 expression accompanied by a specific T-reg cytokine profile.,21819477_6,0,-1,-1,0,0
30908,type I interferons,22.0,25.0,150.0,168.0,Plasmacytoid dendritic cells (pDCs) reside in bone marrrow and lymphoid organs in homeostatic conditions and typically secrete abundant quantities of type I interferons (IFNs) on Toll-like receptor triggering.,21828128_0,0,-1,-1,0,0
30909,IFNs,26.0,27.0,170.0,174.0,Plasmacytoid dendritic cells (pDCs) reside in bone marrrow and lymphoid organs in homeostatic conditions and typically secrete abundant quantities of type I interferons (IFNs) on Toll-like receptor triggering.,21828128_0,0,-1,-1,0,0
30921,ligand,20.0,21.0,119.0,125.0,"We report that PP pDCs are derived from common DC progenitors and accumulate in response to Fms-like tyrosine kinase 3 ligand, yet appear divergent in transcription factor profile and surface marker phenotype, including reduced E2-2 and CCR9 expression.",21828128_2,0,-1,-1,0,0
30930,IFN-α,2.0,3.0,10.0,15.0,"Moreover, IFN-α enhances pDC generation from DC progenitors by a STAT1-dependent mechanism.",21828128_4,0,-1,-1,0,0
30935,IFN-α,9.0,10.0,49.0,54.0,"pDCs that have been developed in the presence of IFN-α resemble PP pDCs, produce inflammatory cytokines, stimulate Th17 cell generation, and fail to secrete IFN-α on Toll-like receptor engagement.",21828128_5,0,-1,-1,0,0
30940,IFN-α,27.0,28.0,157.0,162.0,"pDCs that have been developed in the presence of IFN-α resemble PP pDCs, produce inflammatory cytokines, stimulate Th17 cell generation, and fail to secrete IFN-α on Toll-like receptor engagement.",21828128_5,0,-1,-1,0,0
30942,IFN-α,4.0,5.0,28.0,33.0,"These results indicate that IFN-α influences the development and function of pDCs by inducing emergence of an inflammatory (Th17-inducing) antigen-presenting subset, and simultaneously regulating accumulation of pDCs in the intestinal microenvironment.",21828128_6,0,-1,-1,0,0
30956,IL-3,13.0,14.0,85.0,89.0,"BRG1 binding was strongest in differentiated, stimulated T helper cells, paralleling IL-3 and GM-CSF expression.",21831442_2,0,-1,-1,0,0
30959,IL-3,4.0,5.0,26.0,30.0,Depletion of BRG1 reduced IL-3 and GM-CSF transcription.,21831442_3,0,-1,-1,0,0
30960,GM-CSF,6.0,7.0,35.0,41.0,Depletion of BRG1 reduced IL-3 and GM-CSF transcription.,21831442_3,0,-1,-1,0,0
30982,IL-3,17.0,18.0,95.0,99.0,"Inhibition of NF-κB blocked BRG1 binding to CNSa, chromatin opening at CNSa, and activation of IL-3 and GM-CSF.",21831442_8,0,-1,-1,0,0
30983,GM-CSF,19.0,20.0,104.0,110.0,"Inhibition of NF-κB blocked BRG1 binding to CNSa, chromatin opening at CNSa, and activation of IL-3 and GM-CSF.",21831442_8,0,-1,-1,0,0
30987,TGF-β,0.0,1.0,0.0,5.0,TGF-β is a cytokine required for the induction and maintenance of transplantation tolerance in animal models.,21839624_0,0,-1,-1,0,0
30988,cytokine,3.0,4.0,11.0,19.0,TGF-β is a cytokine required for the induction and maintenance of transplantation tolerance in animal models.,21839624_0,0,-1,-1,0,0
30991,TGF-β,0.0,1.0,0.0,5.0,TGF-β mediates anti-inflammatory effects by acting on many immune cell-types.,21839624_1,0,-1,-1,0,0
30994,TGF-β,8.0,9.0,54.0,59.0,Central for transplantation tolerance is the role for TGF-β in the induction of Foxp3 and regulatory capacity in CD4(+) T cells.,21839624_2,0,-1,-1,0,0
30998,TGF-β,9.0,10.0,57.0,62.0,"Recently, however, the general anti-inflammatory role of TGF-β in CD4(+) T cell polarization was questioned by the discovery that, in the presence of inflammatory cytokines such as IL-6 or IL-1, TGF-β drives the differentiation of Th17 cells associated with transplant rejection.",21839624_3,0,-1,-1,0,0
31002,IL-1,33.0,34.0,189.0,193.0,"Recently, however, the general anti-inflammatory role of TGF-β in CD4(+) T cell polarization was questioned by the discovery that, in the presence of inflammatory cytokines such as IL-6 or IL-1, TGF-β drives the differentiation of Th17 cells associated with transplant rejection.",21839624_3,0,-1,-1,0,0
31003,TGF-β,35.0,36.0,195.0,200.0,"Recently, however, the general anti-inflammatory role of TGF-β in CD4(+) T cell polarization was questioned by the discovery that, in the presence of inflammatory cytokines such as IL-6 or IL-1, TGF-β drives the differentiation of Th17 cells associated with transplant rejection.",21839624_3,0,-1,-1,0,0
31017,TGF-β,6.0,7.0,32.0,37.0,"We show that the combination of TGF-β, Interleukin (IL)-2, and all-trans retinoic acid (atRA) could induce naïve rat CD4(+)CD25(-) T cells to differentiate into CD4(+)CD25(+)Foxp3(+) T cells in vitro, and they acquired suppressive function.",21839859_3,0,-1,-1,0,0
31032,suppressive,34.0,35.0,226.0,237.0,"In a rat orthotopic tracheal transplantation OB model, the adoptive transfer of the induced Tregs reduced symptoms of airway obliteration and fibrication of grafts when compared with adoptive transfer of control cells without suppressive property.",21839859_4,0,-1,-1,0,0
31036,IL-10,16.0,17.0,112.0,117.0,"Moreover, recipients treated with the induced Tregs secreted high level of immunosuppressive cytokine TGF-β and IL-10, and low level of pro-inflammatory cytokines IL-17, IFN-γ, IL-6, and MCP-1, and had fewer effector T cells including Th17 cells and Th1 cells in the graft.",21839859_5,0,-1,-1,0,0
31039,IFN-γ,26.0,27.0,170.0,175.0,"Moreover, recipients treated with the induced Tregs secreted high level of immunosuppressive cytokine TGF-β and IL-10, and low level of pro-inflammatory cytokines IL-17, IFN-γ, IL-6, and MCP-1, and had fewer effector T cells including Th17 cells and Th1 cells in the graft.",21839859_5,0,-1,-1,0,0
31047,TGF-β,15.0,16.0,89.0,94.0,"Taken together, these findings suggest that in vitro induced Tregs by the combination of TGF-β, IL-2, and atRA are effective in protecting rat trachea allograft rejection through the inhibition of effector T cells and their function.",21839859_6,0,-1,-1,0,0
31048,IL-2,17.0,18.0,96.0,100.0,"Taken together, these findings suggest that in vitro induced Tregs by the combination of TGF-β, IL-2, and atRA are effective in protecting rat trachea allograft rejection through the inhibition of effector T cells and their function.",21839859_6,0,-1,-1,0,0
31085,TGF-β,19.0,20.0,133.0,138.0,"Other classes of Treg are induced in the periphery from effector lineage CD4(+)CD25(-)FOXP3(-)CD127(high)T cells, either by IL-10 or TGF-β or by association with activated CD4(+)CD25(+)FOXP3(+)Treg.",21840184_3,0,-1,-1,0,0
31103,IL-12,9.0,10.0,47.0,52.0,"We have observed, in preliminary studies, that IL-12 up-regulates GMEB mRNA in human T cells, and postulated that this may contribute to the anti-apoptotic effect of IL-12 on T cells, in particular with regard to glucocorticoid induced apoptosis.",21840619_3,0,-1,-1,0,0
31111,IL-12,5.0,6.0,22.0,27.0,"Here, we confirm that IL-12 rescue of dexamethasone induced T cell apoptosis involves the PI3K/Akt pathway and that IL-12 induces GMEB1 and GMEB2.",21840619_4,0,-1,-1,0,0
31123,IL-12,2.0,3.0,6.0,11.0,"Thus, IL-12 protects T cells from glucocorticoid induced apoptosis via PI3K/Akt pathway and via induction of GMEB1, which is likely to reduce transactivation of the glucocorticoid receptor and induction of apoptotic genes.",21840619_6,0,-1,-1,0,0
31135,IL-12,29.0,30.0,203.0,208.0,"As glucocorticoid induced apoptosis occurs both in physiological and pathological/therapeutic situations, and IL-12 is actively involved in a variety of inflammatory and immune responses, the ability of IL-12 to inhibit steroid responses and increase T cell survival through GMEB1 has wide ranging implications.",21840619_7,0,-1,-1,0,0
31183,IL-10,1.0,2.0,6.0,11.0,"While IL-10 functions to prevent excessive inflammation by acting on immune cells, IL-22 elicits innate responses from tissue epithelia and promotes wound healing.",21862302_1,0,-1,-1,0,0
31198,TGF-β,16.0,17.0,98.0,103.0,Suppression of IL-2 βproduction from T cells is an important process for the immune regulation by TGF-β.,21862595_0,0,-1,-1,0,0
31203,IL-2,22.0,23.0,153.0,157.0,"Here, we demonstrate that Smad2 and Smad3, two major TGF-β-downstream transcription factors, are redundantly essential for TGF-β-mediated suppression of IL-2 production in CD4(+) T cells using Smad2- and Smad3-deficient T cells.",21862595_2,0,-1,-1,0,0
31211,IL-2,12.0,13.0,68.0,72.0,Both Smad2 and Smad3 were recruited into the proximal region of the IL-2 promoter in response to TGF-β.,21862595_3,0,-1,-1,0,0
31212,TGF-β,17.0,18.0,97.0,102.0,Both Smad2 and Smad3 were recruited into the proximal region of the IL-2 promoter in response to TGF-β.,21862595_3,0,-1,-1,0,0
31214,IL-2,9.0,10.0,59.0,63.0,We then investigated the histone methylation status of the IL-2 promoter.,21862595_4,0,-1,-1,0,0
31221,IL-2,30.0,31.0,175.0,179.0,"Although both histone H3 lysine 9 (H3K9) and H3K27 trimethylation have been implicated in gene silencing, only H3K9 trimethylation was increased in the proximal region of the IL-2 promoter in a Smad2/3-dependent manner, whereas H3K27 trimethylation was not.",21862595_5,0,-1,-1,0,0
31229,IL-2,11.0,12.0,77.0,81.0,The H3K9 methyltransferases Setdb1 and Suv39h1 bound to Smad3 and suppressed IL-2 promoter activity in collaboration with Smad3.,21862595_6,0,-1,-1,0,0
31235,IL-2,11.0,12.0,62.0,66.0,"Overexpression of Suv39h1 in 68-41 T cells strongly inhibited IL-2 production in response to T cell receptor stimulation irrespective of the presence or absence of TGF-β, whereas Setdb1 overexpression only slightly suppressed IL-2 production.",21862595_7,0,-1,-1,0,0
31237,TGF-β,27.0,28.0,164.0,169.0,"Overexpression of Suv39h1 in 68-41 T cells strongly inhibited IL-2 production in response to T cell receptor stimulation irrespective of the presence or absence of TGF-β, whereas Setdb1 overexpression only slightly suppressed IL-2 production.",21862595_7,0,-1,-1,0,0
31240,IL-2,35.0,36.0,226.0,230.0,"Overexpression of Suv39h1 in 68-41 T cells strongly inhibited IL-2 production in response to T cell receptor stimulation irrespective of the presence or absence of TGF-β, whereas Setdb1 overexpression only slightly suppressed IL-2 production.",21862595_7,0,-1,-1,0,0
31243,suppressive,7.0,8.0,43.0,54.0,Silencing of Suv39h1 by shRNA reverted the suppressive effect of TGF-β on IL-2 production.,21862595_8,0,-1,-1,0,0
31244,TGF-β,10.0,11.0,65.0,70.0,Silencing of Suv39h1 by shRNA reverted the suppressive effect of TGF-β on IL-2 production.,21862595_8,0,-1,-1,0,0
31245,IL-2,12.0,13.0,74.0,78.0,Silencing of Suv39h1 by shRNA reverted the suppressive effect of TGF-β on IL-2 production.,21862595_8,0,-1,-1,0,0
31246,TGF-β,2.0,3.0,13.0,18.0,"Furthermore, TGF-β induced Suv39h1 recruitment to the proximal region of the IL-2 promoter in wild type primary T cells; however, this was not observed in Smad2(-/-)Smad3(+/-) T cells.",21862595_9,0,-1,-1,0,0
