,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
4821,nephrotic syndrome,14,16,104,122,We examined the abundance of ENaC subunit mRNAs and proteins in puromycin aminonucleoside (PAN)-induced nephrotic syndrome.,12653683_4,-1,1,1
4856,nephrotic syndrome,23,25,137,155,"In conclusion, ENaC mRNA expression, especially alphaENaC, is increased in the very early phase of the experimental model of PAN-induced nephrotic syndrome in rats, but appears to escape from the regulation by aldosterone after day 3.",12653683_12,-1,1,1
4857,low dose,1,3,12,20,Sub-chronic low dose gamma-vinyl GABA (vigabatrin) inhibits cocaine-induced increases in nucleus accumbens dopamine.,12684739_0,0,-1,0
4858,vigabatrin,6,7,39,49,Sub-chronic low dose gamma-vinyl GABA (vigabatrin) inhibits cocaine-induced increases in nucleus accumbens dopamine.,12684739_0,0,-1,0
4862,GABA-transaminase,9,10,56,73,RATIONALE: gamma-Vinyl GABA (GVG) irreversibly inhibits GABA-transaminase.,12684739_1,0,-1,0
4863,non-receptor,1,2,5,17,This non-receptor mediated inhibition requires de novo synthesis for restoration of functional GABA catabolism.,12684739_2,0,-1,0
4864,novo,6,7,50,54,This non-receptor mediated inhibition requires de novo synthesis for restoration of functional GABA catabolism.,12684739_2,0,-1,0
4867,substance abuse,8,10,55,70,"OBJECTIVES: Given its preclinical success for treating substance abuse and the increased risk of visual field defects (VFD) associated with cumulative lifetime exposure, we explored the effects of sub-chronic low dose GVG on cocaine-induced increases in nucleus accumbens (NAcc) dopamine (DA).",12684739_3,-1,1,1
4879,low dose,5,7,25,33,"Finally, we examined the low dose of 150 mg/kg (50 mg/kg per day) using a similar washout period.",12684739_5,0,-1,0
4889,dystonia,2,3,31,39,Levodopa-induced oromandibular dystonia in progressive supranuclear palsy.,12691807_0,-1,1,1
4890,progressive supranuclear palsy,4,7,43,73,Levodopa-induced oromandibular dystonia in progressive supranuclear palsy.,12691807_0,-1,1,1
4892,Parkinson's disease,6,9,51,70,Levodopa-induced dyskinesias have been reported in Parkinson's disease and multiple system atrophy.,12691807_1,-1,1,1
4893,multiple system atrophy,10,13,75,98,Levodopa-induced dyskinesias have been reported in Parkinson's disease and multiple system atrophy.,12691807_1,-1,1,1
4894,dystonias,1,2,8,17,Cranial dystonias are rare in patients with progressive supranuclear palsy (PSP).,12691807_2,-1,1,1
4895,progressive supranuclear palsy,7,10,44,74,Cranial dystonias are rare in patients with progressive supranuclear palsy (PSP).,12691807_2,-1,1,1
4898,dystonia,12,13,88,96,"In this report we describe an unusual case of reversible levodopa-induced Oromandibular dystonia (OMD) in a PSP patient to highlight the importance of recognizing this drug related complication in the management of PSP, and discuss the possible underlying pathophysiology.",12691807_3,-1,1,1
4901,drug related,27,29,168,180,"In this report we describe an unusual case of reversible levodopa-induced Oromandibular dystonia (OMD) in a PSP patient to highlight the importance of recognizing this drug related complication in the management of PSP, and discuss the possible underlying pathophysiology.",12691807_3,-1,1,1
4903,pathophysiology,41,42,256,271,"In this report we describe an unusual case of reversible levodopa-induced Oromandibular dystonia (OMD) in a PSP patient to highlight the importance of recognizing this drug related complication in the management of PSP, and discuss the possible underlying pathophysiology.",12691807_3,-1,1,1
4906,neurotoxicity,8,9,69,82,MR imaging with quantitative diffusion mapping of tacrolimus-induced neurotoxicity in organ transplant patients.,12695819_0,-1,1,1
4911,neurologic symptoms,24,26,153,172,Our objective was to investigate brain MR imaging findings and the utility of diffusion-weighted (DW) imaging in organ transplant patients who developed neurologic symptoms during tacrolimus therapy.,12695819_1,-1,1,1
4912,tacrolimus,27,28,180,190,Our objective was to investigate brain MR imaging findings and the utility of diffusion-weighted (DW) imaging in organ transplant patients who developed neurologic symptoms during tacrolimus therapy.,12695819_1,0,-1,0
4916,tacrolimus,17,18,111,121,"Brain MR studies, including DW imaging, were prospectively performed in 14 organ transplant patients receiving tacrolimus who developed neurologic complications.",12695819_2,0,-1,0
4924,putaminal hemorrhage,21,23,75,95,"Of the 14 patients, 5 (35.7%) had white matter abnormalities, 1 (7.1%) had putaminal hemorrhage, and 8 (57.1%) had normal findings on initial MR images.",12695819_5,-1,1,1
4932,neurotoxicity,14,15,105,118,Diffusion-weighted imaging may be useful in predicting the outcomes of the lesions of tacrolimus-induced neurotoxicity.,12695819_8,-1,1,1
4933,L-arginine,0,1,0,10,L-arginine transport in humans with cortisol-induced hypertension.,12707296_0,0,-1,0
4937,L-arginine,5,6,40,50,We investigate whether abnormalities in L-arginine uptake contribute to this deficiency.,12707296_2,0,-1,0
4943,L-arginine,0,1,0,10,"L-arginine uptake was assessed in mononuclear cells incubated with L-arginine (1 to 300 micromol/L), incorporating 100 nmol/L [3H]-l-arginine for a period of 5 minutes at 37 degrees C. Forearm [3H]-L-arginine extraction was calculated after infusion of [3H]-L-arginine into the brachial artery at a rate of 100 nCi/min for 80 minutes.",12707296_7,0,-1,0
4953,L-arginine,9,10,64,74,Deep forearm venous samples were collected for determination of L-arginine extraction.,12707296_8,0,-1,0
4955,blood pressure,1,3,9,23,Systolic blood pressure was elevated by an average of 7 mm Hg.,12707296_10,-1,1,1
4956,L-arginine,1,2,8,18,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0
4958,l-arginine,25,26,150,160,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0
4959,L-arginine,32,33,198,208,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0
4961,L-arginine,68,69,386,396,"Neither L-arginine transport into mononuclear cells (placebo vs active, 26.3+/-3.6 vs 29.0+/-2.1 pmol/10 000 cells per 5 minutes, respectively, at an l-arginine concentration of 300 micromol/L) nor L-arginine extraction in the forearm (at 80 minutes, placebo vs active, 1 868 904+/-434 962 vs 2 013 910+/-770 619 disintegrations per minute) was affected by cortisol treatment; ie, that L-arginine uptake is not affected by short-term cortisol treatment.",12707296_11,0,-1,0
4964,blood pressure,6,8,47,61,We conclude that cortisol-induced increases in blood pressure are not associated with abnormalities in the l-arginine transport system.,12707296_12,-1,1,1
4966,l-arginine,15,16,107,117,We conclude that cortisol-induced increases in blood pressure are not associated with abnormalities in the l-arginine transport system.,12707296_12,0,-1,0
4968,intracerebral hemorrhage,9,11,64,88,Amount of bleeding and hematoma size in the collagenase-induced intracerebral hemorrhage rat model.,12716030_0,-1,1,1
4969,intracerebral hemorrhage,4,6,23,47,The aggravated risk on intracerebral hemorrhage (ICH) with drugs used for stroke patients should be estimated carefully.,12716030_1,-1,1,1
4988,PPA,2,3,21,24,Phenylpropanolamine (PPA) is a sympathetic amine used in over-the-counter cold remedies and weight-control preparations worldwide.,12734532_1,-1,1,1
4990,cold remedies,11,13,74,87,Phenylpropanolamine (PPA) is a sympathetic amine used in over-the-counter cold remedies and weight-control preparations worldwide.,12734532_1,0,-1,0
4993,hemorrhagic strokes,9,11,59,78,Its use has been associated with hypertensive episodes and hemorrhagic strokes in younger women.,12734532_2,-1,1,1
4995,PPA,7,8,41,44,"Several reports have linked the abuse of PPA with myocardial injury, especially when overdose is involved.",12734532_3,-1,1,1
5000,PPA,10,11,44,47,"In addition, we review the 7 other cases of PPA related myocardial injury that have been reported so far.",12734532_5,-1,1,1
5003,PPA,16,17,97,100,"Physicians and patients should be alert to the potential cardiac risk associated with the use of PPA, even at doses generally considered to be safe.",12734532_6,-1,1,1
5005,creatine kinase,5,7,37,52,Differential diagnosis of high serum creatine kinase levels in systemic lupus erythematosus.,12739036_0,0,-1,0
5006,systemic lupus erythematosus,9,12,63,91,Differential diagnosis of high serum creatine kinase levels in systemic lupus erythematosus.,12739036_0,-1,1,1
5009,systemic lupus erythematosus,8,11,40,68,"Since 1989, she had been suffering from systemic lupus erythematosus (SLE) with renal involvement and undergone periods of treatment with azathioprine and cyclophosphamide.",12739036_2,-1,1,1
5013,creatine kinase,7,9,37,52,"At the same time, slightly increased creatine kinase (CK) levels were noted.",12739036_4,0,-1,0
5018,muscular atrophy,14,16,88,104,"The CK increase persisted, however, and she developed progressive muscular weakness and muscular atrophy.",12739036_6,-1,1,1
5025,toxic myopathy,16,18,92,106,"Thus, muscle biopsy of the deltoid muscle was performed in order to exclude polymyositis or toxic myopathy.",12739036_9,-1,1,1
5031,bupropion,7,8,64,73,Seizure associated with sleep deprivation and sustained-release bupropion.,12745515_0,0,-1,0
5034,bupropion,10,11,83,92,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,0,-1,0
5035,sleep deprivation,13,15,101,118,This case report describes a generalized seizure associated with sustained-release bupropion use and sleep deprivation.,12745515_1,-1,1,1
5037,investigational,16,17,94,109,"The subject, a 31-year-old female smoker, was participating in a clinical trial evaluating an investigational medication for smoking cessation that used sustained-release bupropion as an active control.",12745515_2,0,-1,0
5039,bupropion,24,25,171,180,"The subject, a 31-year-old female smoker, was participating in a clinical trial evaluating an investigational medication for smoking cessation that used sustained-release bupropion as an active control.",12745515_2,0,-1,0
5041,bupropion,4,5,17,26,"After 5 weeks of bupropion use, the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence.",12745515_3,0,-1,0
5042,tonic clonic seizure,12,15,70,90,"After 5 weeks of bupropion use, the subject experienced a generalized tonic clonic seizure after staying up nearly all night packing and moving to a new residence.",12745515_3,-1,1,1
5045,sleep deprivation,3,5,16,33,We suggest that sleep deprivation may add to the risk of bupropion-associated seizures.,12745515_5,-1,1,1
5051,kainic,9,10,73,79,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,0,-1,0
5052,status epilepticus,11,13,93,111,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,1,1
