,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
3536,seizures,12,13,78,86,We suggest that sleep deprivation may add to the risk of bupropion-associated seizures.,12745515_5,-1,1,1
3537,Estradiol,0,1,0,9,Estradiol reduces seizure-induced hippocampal injury in ovariectomized female but not in male rats.,12757899_0,0,-1,0
3538,hippocampal injury,3,5,34,52,Estradiol reduces seizure-induced hippocampal injury in ovariectomized female but not in male rats.,12757899_0,-1,-1,-1
3539,Estrogens,0,1,0,9,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,-1,-1
3540,hippocampal injury,5,7,43,61,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,-1,-1
3541,status epilepticus,11,13,93,111,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,-1,-1
3542,SE,14,15,113,115,Estrogens protect ovariectomized rats from hippocampal injury induced by kainic acid-induced status epilepticus (SE).,12757899_1,-1,-1,-1
3543,SE,16,17,130,132,We compared the effects of 17beta-estradiol in adult male and ovariectomized female rats subjected to lithium-pilocarpine-induced SE.,12757899_2,-1,-1,-1
3544,oil,11,12,76,79,Rats received subcutaneous injections of 17beta-estradiol (2 microg/rat) or oil once daily for four consecutive days.,12757899_3,-1,-1,-1
3545,SE,0,1,0,2,SE was induced 20 h following the second injection and terminated 3 h later.,12757899_4,-1,-1,-1
3546,h,4,5,18,19,SE was induced 20 h following the second injection and terminated 3 h later.,12757899_4,-1,-1,-1
3547,h,12,13,68,69,SE was induced 20 h following the second injection and terminated 3 h later.,12757899_4,-1,-1,-1
3548,SE,14,15,88,90,The extent of silver-stained CA3 and CA1 hippocampal neurons was evaluated 2 days after SE.,12757899_5,-1,-1,-1
3549,estradiol,3,4,10,19,"In males, estradiol increased the total damage score.",12757899_8,0,-1,0
3550,estradiol,7,8,43,52,These findings suggest that the effects of estradiol on seizure threshold and damage may be altered by sex-related differences in the hormonal environment.,12757899_9,0,-1,0
3551,seizure,9,10,56,63,These findings suggest that the effects of estradiol on seizure threshold and damage may be altered by sex-related differences in the hormonal environment.,12757899_9,-1,1,1
3552,Postoperative myalgia,0,2,0,21,Postoperative myalgia after succinylcholine: no evidence for an inflammatory origin.,12760988_0,-1,-1,-1
3553,succinylcholine,3,4,28,43,Postoperative myalgia after succinylcholine: no evidence for an inflammatory origin.,12760988_0,0,-1,0
3554,succinylcholine,6,7,37,52,A common side effect associated with succinylcholine is postoperative myalgia.,12760988_1,0,-1,0
3555,postoperative myalgia,8,10,56,77,A common side effect associated with succinylcholine is postoperative myalgia.,12760988_1,-1,-1,-1
3556,myalgia,4,5,25,32,The pathogenesis of this myalgia is still unclear; inflammation has been suggested but without convincing evidence.,12760988_2,-1,1,1
3557,inflammation,9,10,51,63,The pathogenesis of this myalgia is still unclear; inflammation has been suggested but without convincing evidence.,12760988_2,-1,1,1
3558,myalgia,14,15,98,105,We designed the present study to investigate whether an inflammatory reaction contributes to this myalgia.,12760988_3,-1,1,1
3559,myalgia,6,7,57,64,The incidence and severity of succinylcholine-associated myalgia was determined in 64 patients pretreated with saline or dexamethasone before succinylcholine (n = 32 for each).,12760988_4,-1,1,1
3560,dexamethasone,16,17,121,134,The incidence and severity of succinylcholine-associated myalgia was determined in 64 patients pretreated with saline or dexamethasone before succinylcholine (n = 32 for each).,12760988_4,0,-1,0
3561,succinylcholine,18,19,142,157,The incidence and severity of succinylcholine-associated myalgia was determined in 64 patients pretreated with saline or dexamethasone before succinylcholine (n = 32 for each).,12760988_4,0,-1,0
3562,n,20,21,159,160,The incidence and severity of succinylcholine-associated myalgia was determined in 64 patients pretreated with saline or dexamethasone before succinylcholine (n = 32 for each).,12760988_4,-1,-1,-1
3563,myalgia,4,5,26,33,"Incidence and severity of myalgia did not differ significantly between the two groups: 15 patients in the dexamethasone group complained of myalgia compared with 18 patients in the saline group, and severe myalgia was reported by five patients and three patients, respectively (not significant).",12760988_5,-1,1,1
3564,dexamethasone,18,19,106,119,"Incidence and severity of myalgia did not differ significantly between the two groups: 15 patients in the dexamethasone group complained of myalgia compared with 18 patients in the saline group, and severe myalgia was reported by five patients and three patients, respectively (not significant).",12760988_5,0,-1,0
3565,myalgia,22,23,140,147,"Incidence and severity of myalgia did not differ significantly between the two groups: 15 patients in the dexamethasone group complained of myalgia compared with 18 patients in the saline group, and severe myalgia was reported by five patients and three patients, respectively (not significant).",12760988_5,-1,1,1
3566,myalgia,34,35,206,213,"Incidence and severity of myalgia did not differ significantly between the two groups: 15 patients in the dexamethasone group complained of myalgia compared with 18 patients in the saline group, and severe myalgia was reported by five patients and three patients, respectively (not significant).",12760988_5,-1,1,1
3567,h,2,3,6,7,"At 48 h after surgery, 12 patients in both groups still suffered from myalgia (not significant).",12760988_6,-1,-1,-1
3568,myalgia,14,15,70,77,"At 48 h after surgery, 12 patients in both groups still suffered from myalgia (not significant).",12760988_6,-1,1,1
3569,inflammation,12,13,56,68,"In addition, interleukin-6 (IL-6) as an early marker of inflammation was assessed in a subgroup of 10 patients pretreated with saline.",12760988_7,-1,1,1
3570,myalgia,16,17,84,91,"We found an increase of IL-6 for only three patients, but only one patient reported myalgia; no relationship between myalgia and the increase of IL-6 was found.",12760988_8,-1,1,1
3571,myalgia,21,22,117,124,"We found an increase of IL-6 for only three patients, but only one patient reported myalgia; no relationship between myalgia and the increase of IL-6 was found.",12760988_8,-1,1,1
3572,myalgia,13,14,93,100,"In conclusion, there is no evidence for an inflammatory origin of succinylcholine-associated myalgia.",12760988_9,-1,1,1
3573,dexamethasone,4,5,32,45,IMPLICATIONS: Administration of dexamethasone before succinylcholine was not effective in decreasing the incidence or the severity of succinylcholine-induced postoperative myalgia.,12760988_10,0,-1,0
3574,succinylcholine,6,7,53,68,IMPLICATIONS: Administration of dexamethasone before succinylcholine was not effective in decreasing the incidence or the severity of succinylcholine-induced postoperative myalgia.,12760988_10,0,-1,0
3575,postoperative myalgia,19,21,158,179,IMPLICATIONS: Administration of dexamethasone before succinylcholine was not effective in decreasing the incidence or the severity of succinylcholine-induced postoperative myalgia.,12760988_10,-1,-1,-1
3576,postoperative myalgia,8,10,59,80,"Furthermore, there was no significant relationship between postoperative myalgia and time course of interleukin-6 concentrations, a marker of inflammation.",12760988_11,-1,-1,-1
3577,inflammation,20,21,142,154,"Furthermore, there was no significant relationship between postoperative myalgia and time course of interleukin-6 concentrations, a marker of inflammation.",12760988_11,-1,1,1
3578,dexamethasone,2,3,18,31,Pretreatment with dexamethasone is not justified to prevent postoperative myalgia after succinylcholine.,12760988_12,0,-1,0
3579,postoperative myalgia,8,10,60,81,Pretreatment with dexamethasone is not justified to prevent postoperative myalgia after succinylcholine.,12760988_12,-1,-1,-1
3580,succinylcholine,11,12,88,103,Pretreatment with dexamethasone is not justified to prevent postoperative myalgia after succinylcholine.,12760988_12,0,-1,0
3581,Pseudoacromegaly,0,1,0,16,Pseudoacromegaly induced by the long-term use of minoxidil.,12789195_0,-1,-1,-1
3582,minoxidil,7,8,49,58,Pseudoacromegaly induced by the long-term use of minoxidil.,12789195_0,-1,-1,-1
3583,Acromegaly,0,1,0,10,Acromegaly is an endocrine disorder caused by chronic excessive growth hormone secretion from the anterior pituitary gland.,12789195_1,-1,-1,-1
3584,endocrine disorder,3,5,17,35,Acromegaly is an endocrine disorder caused by chronic excessive growth hormone secretion from the anterior pituitary gland.,12789195_1,-1,-1,-1
3585,growth hormone,9,11,64,78,Acromegaly is an endocrine disorder caused by chronic excessive growth hormone secretion from the anterior pituitary gland.,12789195_1,-1,-1,-1
3586,hypertrophy,15,16,86,97,"Significant disfiguring changes occur as a result of bone, cartilage, and soft tissue hypertrophy, including the thickening of the skin, coarsening of facial features, and cutis verticis gyrata.",12789195_2,-1,1,1
3587,cutis verticis gyrata,30,33,172,193,"Significant disfiguring changes occur as a result of bone, cartilage, and soft tissue hypertrophy, including the thickening of the skin, coarsening of facial features, and cutis verticis gyrata.",12789195_2,-1,-1,-1
3588,Pseudoacromegaly,0,1,0,16,"Pseudoacromegaly, on the other hand, is the presence of similar acromegaloid features in the absence of elevated growth hormone or insulin-like growth factor levels.",12789195_3,-1,-1,-1
3589,growth hormone,19,21,113,127,"Pseudoacromegaly, on the other hand, is the presence of similar acromegaloid features in the absence of elevated growth hormone or insulin-like growth factor levels.",12789195_3,-1,-1,-1
3590,pseudoacromegaly,5,6,26,42,We present a patient with pseudoacromegaly that resulted from the long-term use of minoxidil at an unusually high dose.,12789195_4,-1,-1,-1
3591,minoxidil,13,14,83,92,We present a patient with pseudoacromegaly that resulted from the long-term use of minoxidil at an unusually high dose.,12789195_4,-1,-1,-1
3592,pseudoacromegaly,7,8,33,49,This is the first case report of pseudoacromegaly as a side effect of minoxidil use.,12789195_5,-1,-1,-1
3593,minoxidil,13,14,70,79,This is the first case report of pseudoacromegaly as a side effect of minoxidil use.,12789195_5,-1,-1,-1
3594,anemia,3,4,35,41,Combined androgen blockade-induced anemia in prostate cancer patients without bone involvement.,12820454_0,-1,1,1
3595,prostate cancer,5,7,45,60,Combined androgen blockade-induced anemia in prostate cancer patients without bone involvement.,12820454_0,-1,1,1
3596,androgen,10,11,58,66,BACKGROUND: To determine the onset and extent of combined androgen blockade (CAB)-induced anemia in prostate cancer patients without bone involvement.,12820454_1,-1,-1,-1
3597,anemia,13,14,90,96,BACKGROUND: To determine the onset and extent of combined androgen blockade (CAB)-induced anemia in prostate cancer patients without bone involvement.,12820454_1,-1,1,1
3598,prostate cancer,15,17,100,115,BACKGROUND: To determine the onset and extent of combined androgen blockade (CAB)-induced anemia in prostate cancer patients without bone involvement.,12820454_1,-1,1,1
3599,prostatic adenocarcinoma,8,10,60,84,PATIENTS AND METHODS: Forty-two patients with biopsy-proven prostatic adenocarcinoma [26 with stage C (T3N0M0) and 16 with stage D1 (T3N1M0)] were included in this study.,12820454_2,-1,-1,-1
3600,leuprolide acetate,5,7,27,45,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,-1,-1,-1
3601,mg,11,12,60,62,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,-1,-1,-1
3602,mg flutamide,20,22,104,116,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,-1,-1,-1
3603,anemia,32,33,154,160,"All patients received CAB [leuprolide acetate (LHRH-A) 3.75 mg, intramuscularly, every 28 days plus 250 mg flutamide, tid, per Os] and were evaluated for anemia by physical examination and laboratory tests at baseline and 4 subsequent intervals (1, 2, 3 and 6 months post-CAB).",12820454_3,-1,1,1
3604,Testosterone,4,5,12,24,"Hb, PSA and Testosterone measurements were recorded.",12820454_4,0,-1,0
3605,anemia,4,5,30,36,Severe and clinically evident anemia of Hb < 11 g/dl with clinical symptoms was detected in 6 patients (14.3%).,12820454_8,-1,1,1
3606,anemia,2,3,17,23,This CAB-induced anemia was normochromic and normocytic.,12820454_9,-1,1,1
