,entities,start_chars,end_chars,text,pmid,label
3876,atrial fibrillation,324,343,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,1
819,B-cell,215,221,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,0
818,B-cell,72,78,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,0
3873,Steinert's,134,144,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,1
3875,muscular dystrophy,293,311,"Atrial fibrillation following chemotherapy for stage IIIE diffuse large B-cell gastric lymphoma in a patient with myotonic dystrophy (Steinert's disease).The authors describe the unusual association between diffuse B-cell gastric lymphoma and myotonic dystrophy, the most common form of adult muscular dystrophy, and sudden atrial fibrillation following one cycle of doxorubicin-based chemotherapy in the same patient.",15042318_0,1
3877,Atrial fibrillation,0,19,Atrial fibrillation or other cardiac arrhythmias are unusual complications in patients treated with chemotherapy.,15042318_1,1
820,dilevalol,46,55,OBJECTIVE: To assess lymphocyte reactivity to dilevalol and to serum containing putative ex vivo dilevalol antigens or metabolites in a case of dilevalol-induced liver injury.,1504402_1,0
821,dilevalol,97,106,OBJECTIVE: To assess lymphocyte reactivity to dilevalol and to serum containing putative ex vivo dilevalol antigens or metabolites in a case of dilevalol-induced liver injury.,1504402_1,0
3878,liver injury,162,174,OBJECTIVE: To assess lymphocyte reactivity to dilevalol and to serum containing putative ex vivo dilevalol antigens or metabolites in a case of dilevalol-induced liver injury.,1504402_1,1
3879,liver injury,76,88,PATIENT: A 58-year-old woman with a clinical diagnosis of dilevalol-induced liver injury.,1504402_2,1
822,dilevalol,118,127,METHODS: Peripheral blood mononuclear cells collected from the patient were cultured in the presence of a solution of dilevalol and also with sera collected from a volunteer before and after dilevalol intake.,1504402_3,0
823,dilevalol,191,200,METHODS: Peripheral blood mononuclear cells collected from the patient were cultured in the presence of a solution of dilevalol and also with sera collected from a volunteer before and after dilevalol intake.,1504402_3,0
824,dilevalol,119,128,RESULTS: No lymphocyte proliferation was observed either in the patient or in the healthy volunteer in the presence of dilevalol solutions.,1504402_5,0
3880,proliferative,14,27,A significant proliferative response to serum collected after dilevalol intake was observed in the case of the patient compared with the proliferative response to the serum collected before the drug intake.,1504402_6,1
3881,proliferative,137,150,A significant proliferative response to serum collected after dilevalol intake was observed in the case of the patient compared with the proliferative response to the serum collected before the drug intake.,1504402_6,1
825,dilevalol,62,71,A significant proliferative response to serum collected after dilevalol intake was observed in the case of the patient compared with the proliferative response to the serum collected before the drug intake.,1504402_6,0
826,dilevalol,120,129,"CONCLUSIONS: The methodology used allowed the detection of lymphocyte sensitization to sera containing ex vivo-prepared dilevalol antigens, suggesting the involvement of an immunologic mechanism in dilevalol-induced liver injury.",1504402_8,0
3882,liver injury,216,228,"CONCLUSIONS: The methodology used allowed the detection of lymphocyte sensitization to sera containing ex vivo-prepared dilevalol antigens, suggesting the involvement of an immunologic mechanism in dilevalol-induced liver injury.",1504402_8,1
3883,nephrotic syndrome,102,120,Increased expression and apical targeting of renal ENaC subunits in puromycin aminonucleoside-induced nephrotic syndrome in rats.,15075188_0,1
827,ENaC,51,55,Increased expression and apical targeting of renal ENaC subunits in puromycin aminonucleoside-induced nephrotic syndrome in rats.,15075188_0,0
828,puromycin,68,77,Increased expression and apical targeting of renal ENaC subunits in puromycin aminonucleoside-induced nephrotic syndrome in rats.,15075188_0,0
3884,Nephrotic syndrome,0,18,Nephrotic syndrome is often accompanied by sodium retention and generalized edema.,15075188_1,1
836,cotransporter,151,164,"In contrast, the protein abundances of Na(+)/H(+) exchanger type 3 (NHE3), Na(+)-K(+)-2Cl(-) cotransporter (BSC-1), and thiazide-sensitive Na(+)-Cl(-) cotransporter (TSC) were decreased.",15075188_10,0
835,cotransporter,93,106,"In contrast, the protein abundances of Na(+)/H(+) exchanger type 3 (NHE3), Na(+)-K(+)-2Cl(-) cotransporter (BSC-1), and thiazide-sensitive Na(+)-Cl(-) cotransporter (TSC) were decreased.",15075188_10,0
838,IM,138,140,"Moreover, the abundance of the alpha(1)-subunit of the Na-K-ATPase was decreased in the cortex and ISOM, but it remained unchanged in the IM.",15075188_11,0
837,alpha(1)-subunit,31,47,"Moreover, the abundance of the alpha(1)-subunit of the Na-K-ATPase was decreased in the cortex and ISOM, but it remained unchanged in the IM.",15075188_11,0
839,ENaC,56,60,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,0
3888,collecting duct,147,162,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,1
3889,nephrotic syndrome,241,259,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,1
3890,compensatory,72,84,"The decreased abundance of NHE3, BSC-1, TSC, and Na-K-ATPase may play a compensatory role to promote sodium excretion.",15075188_13,1
829,ENaC,44,48,We hypothesized that epithelial Na channel (ENaC) subunit dysregulation may be responsible for the increased sodium retention.,15075188_3,0
3885,dysregulation,58,71,We hypothesized that epithelial Na channel (ENaC) subunit dysregulation may be responsible for the increased sodium retention.,15075188_3,1
830,puromycin aminonucleoside,47,72,"An experimental group of rats was treated with puromycin aminonucleoside (PAN; 180 mg/kg iv), whereas the control group received only vehicle.",15075188_4,0
831,IM,138,140,The protein abundance of alpha-ENaC and beta-ENaC was increased in the inner stripe of the outer medulla (ISOM) and in the inner medulla (IM) but was not altered in the cortex.,15075188_6,0
832,IM,60,62,"gamma-ENaC abundance was increased in the cortex, ISOM, and IM.",15075188_7,0
833,plasma membrane,179,194,"Immunoperoxidase brightfield- and laser-scanning confocal fluorescence microscopy demonstrated increased targeting of alpha-ENaC, beta-ENaC, and gamma-ENaC subunits to the apical plasma membrane in the distal convoluted tubule (DCT2), connecting tubule, and cortical and medullary collecting duct segments.",15075188_8,0
3886,collecting duct,281,296,"Immunoperoxidase brightfield- and laser-scanning confocal fluorescence microscopy demonstrated increased targeting of alpha-ENaC, beta-ENaC, and gamma-ENaC subunits to the apical plasma membrane in the distal convoluted tubule (DCT2), connecting tubule, and cortical and medullary collecting duct segments.",15075188_8,1
834,plasma membrane,93,108,"Immunoelectron microscopy further revealed an increased labeling of alpha-ENaC in the apical plasma membrane of cortical collecting duct principal cells of PAN-treated rats, indicating enhanced apical targeting of alpha-ENaC subunits.",15075188_9,0
3887,collecting duct,121,136,"Immunoelectron microscopy further revealed an increased labeling of alpha-ENaC in the apical plasma membrane of cortical collecting duct principal cells of PAN-treated rats, indicating enhanced apical targeting of alpha-ENaC subunits.",15075188_9,1
3891,hyperkinesis,53,65,"A 3-year-old girl had behavioral deterioration, with hyperkinesis, irritability, and sleeping difficulties after the therapeutic administration of isoniazid.",150790_1,1
840,pyridoxine hydrochloride,45,69,The administration of pharmacologic doses of pyridoxine hydrochloride led to a disappearance of symptoms.,150790_2,0
841,niacinamide,29,40,"A placebo had no effect, but niacinamide was as effective as pyridoxine.",150790_4,0
3892,hyperkinesis,68,80,Periodic withdrawal of pyridoxine was associated with return of the hyperkinesis.,150790_5,1
842,her,106,109,The patient has been followed for six years and has required pharmacologic doses of pyridoxine to control her behavior.,150790_8,0
3893,drug-resistant,47,61,"Laitinen's procedure improved most symptoms in drug-resistant PD, which engendered wide interest in the neurosurgical community.",15096016_1,1
3894,bradykinesia,144,156,"According to the literature pallidotomy improves the ""on"" symptoms of PD, such as dyskinesias, as well as the ""off"" symptoms, such as rigidity, bradykinesia, and on-off fluctuations.",15096016_4,1
3895,bradykinesia,30,42,"Pallidal stimulation improves bradykinesia and rigidity to a minor extent; however, its strength seems to be in improving levodopa-induced dyskinesias.",15096016_5,1
