,entities,text,pmid,label
4005,sirolimus,"Kidney function and morphology after short-term combination therapy with cyclosporine A, tacrolimus and sirolimus in the rat.",12584269_0,0
4006,Sirolimus,BACKGROUND: Sirolimus (SRL) may supplement calcineurin inhibitors in clinical organ transplantation.,12584269_1,0
4019,tacrolimus,"The aim of this study was to examine further the renal function, including morphological analysis of the kidneys of male Sprague-Dawley rats treated with either cyclosporine A (CsA), tacrolimus (FK506) or SRL as monotherapies or in different combinations.",12584269_4,0
4062,myocardial damage,"Evaluation of cardiac troponin I and T levels as markers of myocardial damage in doxorubicin-induced cardiomyopathy rats, and their relationship with echocardiographic and histological findings.",12589964_0,1
4071,myocardial damage,"We investigated the diagnostic value of cTnI and cTnT for the diagnosis of myocardial damage in a rat model of doxorubicin (DOX)-induced cardiomyopathy, and we examined the relationship between serial cTnI and cTnT with the development of cardiac disorders monitored by echocardiography and histological examinations in this model.",12589964_2,1
4119,myocardial damage,"CONCLUSIONS: Among markers of ischemic injury after DOX in rats, cTnT showed the greatest ability to detect myocardial damage assessed by echocardiographic detection and histological changes.",12589964_21,1
4133,cardiotoxicity,"Although there was a discrepancy between the amount of cTnI and cTnT after DOX, probably due to heterogeneity in cross-reactivities of mAbs to various cTnI and cTnT forms, it is likely that cTnT in rats after DOX indicates cell damage determined by the magnitude of injury induced and that cTnT should be a useful marker for the prediction of experimentally induced cardiotoxicity and possibly for cardioprotective experiments.",12589964_22,1
4141,octreotide,"Pulmonary hypertension developed after administration of a somatostatin analogue, octreotide, to enhance resolution of the fistula.",12596116_2,0
4177,oral contraceptives,Previous studies have demonstrated an increased risk of venous thromboembolism (VTE) associated with CPA/EE compared with conventional combined oral contraceptives (COCs).,12615818_2,0
4209,nephrotoxicity,In the present work we assessed the effect of treatment of rats with gum Arabic on acute renal failure induced by gentamicin (GM) nephrotoxicity.,12617329_1,1
4213,Nephrotoxicity,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,1
4214,creatinine,"Nephrotoxicity was assessed by measuring the concentrations of creatinine and urea in the plasma and reduced glutathione (GSH) in the kidney cortex, and by light microscopic examination of kidney sections.",12617329_3,0
4219,creatinine,"The results indicated that concomitant treatment with gum Arabic and GM significantly increased creatinine and urea by about 183 and 239%, respectively (compared to 432 and 346%, respectively, in rats treated with cellulose and GM), and decreased that of cortical GSH by 21% (compared to 27% in the cellulose plus GM group) The GM-induced proximal tubular necrosis appeared to be slightly less severe in rats given GM together with gum Arabic than in those given GM and cellulose.",12617329_4,0
4228,chronic renal failure,"Further work is warranted on the effect of the treatments on renal functional aspects in models of chronic renal failure, and on the mechanism(s) involved.",12617329_6,1
4231,docetaxel,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,0
4232,prostate cancer,Increased frequency of venous thromboembolism with the combination of docetaxel and thalidomide in patients with metastatic androgen-independent prostate cancer.,12627929_0,1
4235,prostate cancer,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,1
4237,docetaxel,STUDY OBJECTIVE: To evaluate the frequency of venous thromboembolism (VTE) in patients with advanced androgen-independent prostate cancer who were treated with docetaxel alone or in combination with thalidomide.,12627929_1,0
4241,prostate cancer,"PATIENTS: Seventy men, aged 50-80 years, with advanced androgen-independent prostate cancer.",12627929_4,1
4242,docetaxel,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0
4244,docetaxel,"INTERVENTION: Each patient received either intravenous docetaxel 30 mg/m2/week for 3 consecutive weeks, followed by 1 week off, or the combination of continuous oral thalidomide 200 mg every evening plus the same docetaxel regimen.",12627929_5,0
4247,docetaxel,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0
4249,docetaxel,"MEASUREMENTS AND MAIN RESULTS: None of 23 patients who received docetaxel alone developed VTE, whereas 9 of 47 patients (19%) who received docetaxel plus thalidomide developed VTE (p=0.025).",12627929_7,0
4251,docetaxel,CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE.,12627929_8,0
4252,prostate cancer,CONCLUSION: The addition of thalidomide to docetaxel in the treatment of prostate cancer significantly increases the frequency of VTE.,12627929_8,1
4256,ticlopidine,"CASE SUMMARIES: Two patients developed prolonged cholestatic hepatitis after receiving ticlopidine following percutaneous coronary angioplasty, with complete remission during the follow-up period.",12639165_2,0
4260,ticlopidine,"T-cell stimulation by therapeutic concentration of ticlopidine was demonstrated in vitro in the patients, but not in healthy controls.",12639165_3,0
4264,ticlopidine,DISCUSSION: Cholestatic hepatitis is a rare complication of the antiplatelet agent ticlopidine; several cases have been reported but few in the English literature.,12639165_4,0
4266,ticlopidine,"Our patients developed jaundice following treatment with ticlopidine and showed the clinical and laboratory characteristics of cholestatic hepatitis, which resolved after discontinuation of the drug.",12639165_5,0
4271,ticlopidine,An objective causality assessment revealed that the adverse drug event was probably related to the use of ticlopidine.,12639165_7,0
4274,hepatotoxicity,"Immune mechanisms may be involved in the drug's hepatotoxicity, as suggested by the T-cell stimulation study reported here.",12639165_9,1
4277,ticlopidine,CONCLUSIONS: Cholestatic hepatitis is a rare adverse effect of ticlopidine that may be immune mediated.,12639165_10,0
4281,ticlopidine,This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.,12639165_12,0
4283,clopidogrel,This complication will be observed even less often in the future as ticlopidine is being replaced by the newer antiplatelet agent clopidogrel.,12639165_12,0
4323,vigabatrin,Sub-chronic low dose gamma-vinyl GABA (vigabatrin) inhibits cocaine-induced increases in nucleus accumbens dopamine.,12684739_0,0
4333,visual field defects,"OBJECTIVES: Given its preclinical success for treating substance abuse and the increased risk of visual field defects (VFD) associated with cumulative lifetime exposure, we explored the effects of sub-chronic low dose GVG on cocaine-induced increases in nucleus accumbens (NAcc) dopamine (DA).",12684739_3,1
4356,dystonia,Levodopa-induced oromandibular dystonia in progressive supranuclear palsy.,12691807_0,1
4363,dystonia,"In this report we describe an unusual case of reversible levodopa-induced Oromandibular dystonia (OMD) in a PSP patient to highlight the importance of recognizing this drug related complication in the management of PSP, and discuss the possible underlying pathophysiology.",12691807_3,1
4370,neurotoxicity,MR imaging with quantitative diffusion mapping of tacrolimus-induced neurotoxicity in organ transplant patients.,12695819_0,1
4375,tacrolimus,Our objective was to investigate brain MR imaging findings and the utility of diffusion-weighted (DW) imaging in organ transplant patients who developed neurologic symptoms during tacrolimus therapy.,12695819_1,0
4378,tacrolimus,"Brain MR studies, including DW imaging, were prospectively performed in 14 organ transplant patients receiving tacrolimus who developed neurologic complications.",12695819_2,0
4388,neurotoxicity,Diffusion-weighted imaging may be useful in predicting the outcomes of the lesions of tacrolimus-induced neurotoxicity.,12695819_8,1
4392,Hydrocortisone acetate,Hydrocortisone acetate (50 mg) was given orally every 6 hours for 24 hours after a 5-day fixed-salt diet (150 mmol/d).,12707296_4,0
4448,myocardial injury,"Several reports have linked the abuse of PPA with myocardial injury, especially when overdose is involved.",12734532_3,1
4450,myocardial injury,We report here the first case of Dexatrim (PPA)-induced myocardial injury in a young woman who was using it at recommended doses for weight control.,12734532_4,1
4453,myocardial injury,"In addition, we review the 7 other cases of PPA related myocardial injury that have been reported so far.",12734532_5,1
