,text,pmid,entities,start_chars,end_chars,label
2891,"However, the therapeutic efficacy of GA in impressive regression of tumor was found to be directly correlated with induction of apoptosis and modulation of cytokines from Th2 to Th1 type.",32890791_5,"Th2,Th1","171,178","174,181","2,2"
2892,"However, the transcriptional network sustaining the Tfh cell phenotype and function is still incompletely understood.",30833348_1,Tfh cell,52,60,2
2893,"However, the upregulation of TFF2 by both chronic expression of IL-4 and Aspergillus fumigatus antigen was independent of STAT6.",12702542_5,"IL-4,STAT6","64,122","68,127","0,1"
2894,"However, the way in which MDSC cooperate with Treg remains elusive.",22450806_1,Treg,46,50,2
2895,"However, their mechanism of macrophage activation and anti-cancer effects remain unclear.",26473845_2,macrophage,28,38,0
2896,"However, their relationship to mast cell (MC) function and MC-driven diseases remains unknown.",22738679_1,mast cell,31,40,0
2897,"However, their relative effects on Th cells versus Treg are not well understood.",17621372_2,Treg,51,55,2
2898,"However, there are molecules such as IL-23, T-bet and STAT4, that appear to be critical, yet it is unclear whether all these molecules contribute to a common, yet undefined pathway, or act in a synergistic manner which culminates in encephalitogenicity has still to be determined.",20600875_3,"IL-23,STAT4","37,54","42,59","0,1"
2899,"However, there are very few studies on the role of AHR in PM-mediated autoimmune disease.",30574142_11,AHR,51,54,1
2900,"However, there is a 3-fold increase in IL-10 producing cells in the mutant cultures.",21061443_2,IL-10,39,44,0
2901,"However, there is an alternative mechanism for Treg cells homeostasis that may represent a minor IL-2-independent pathway or the consequence of weak and very transient IL-2R signaling.",18726679_5,Treg cells,47,57,2
2902,"However, there is little information about the influence of anti-allergic agents on TARC production.",16102259_1,TARC,84,88,0
2903,"However, there was no phosphorylation of STAT4, STAT5 and STAT6 in IL-27-stimulating conditions.",21115047_7,"STAT4,STAT5,STAT6","41,48,58","46,53,63","1,1,1"
2904,"However, there was no significant difference on the IL-17 levels in the serum.",24388919_9,IL-17,52,57,0
2905,"However, these properties were selectively acquired upon stimulation with IL-2 or IL-15, but not IL-4 or IL-7.",24489097_4,"IL-2,IL-15,IL-4,IL-7","74,82,97,105","78,87,101,109","0,0,0,0"
2906,"However, these same signals are not sufficient to induce autocrine IL-2 production by naive CD8(+) T cells, which require cytokines provided by other cell types to drive their differentiation.",24778448_1,IL-2,67,71,0
2907,"However, they show enhanced expression of a cohort of proinflammatory cytokines, resulting in differentiation of Th17 cells with a phenotype that has been associated with autoimmunity and pathological inflammation.",30635395_6,Th17 cells,113,123,2
2908,"However, they were comparable with the IFN-gamma+ or IL-4+ cells in the expression levels of other Th1/Th2 marker genes (GATA3, Tbet, and IL12Rbeta2).",16106470_5,GATA3,121,126,1
2909,"However, this idea is challenged by recent evidence that the 'FOXP3+ Treg' fraction in fact contains activated 'nonregulatory' T cells.",21198537_1,T cells,127,134,2
2910,"However, this initial concept of T-cell-mediated chronic inflammation required an adjustment with the discovery of an IL-12-related cytokine, designated IL-23.",19161421_2,IL-23,153,158,0
2911,"However, this pathway was dispensable for γ-PGA suppression of Th17 differentiation.",22943202_3,Th17,63,67,2
2912,"However, this region directed extremely low reporter mRNA levels relative to endogenous IL-4 mRNA, suggesting that full gene activity requires additional enhancer elements.",9780146_2,IL-4,88,92,0
2913,"However, this was not due to intrinsic deficiency in KLF2 but instead was due to interleukin 4 (IL-4) produced by an expanded population of T cells expressing the transcription factor PLZF.",20601952_2,"interleukin 4,IL-4,T cells","81,96,140","94,100,147","0,0,2"
2914,"However, through negative feedback mechanisms, internalization of the IL-2 receptor, induction of activation-induced cell death, and the generation of regulatory T cells, IL-2 also promotes the suppression of inflammatory responses.",18442895_1,"regulatory T cells,IL-2","151,171","169,175","2,0"
2915,"However, treatment with IL-15 significantly reduced the incidence and delayed the onset of diabetes in NOD mice that were depleted of NK cells, while NK cell depletion alone had no protection against the disease development.",19875339_3,IL-15,24,29,0
2916,"However, under the proper physiological conditions, conventional peripheral CD4(+) T lymphocytes also develop into Treg cells, particularly in the gut mucosa and inflammatory tissue sites.",22659217_2,Treg cells,115,125,2
2917,"However, unlike CD4 cells, c-Maf enhancement of apoptosis is independent of Bcl-2, suggesting that c-Maf uses other mechanisms to regulate CD8 cell apoptosis.",19476513_3,c-Maf,99,104,1
2918,"However, unlike conventional T(H)17 cells, they express low levels of CD161 and mostly fail to cosecrete IL-22 and TNF-alpha ex vivo.",19439651_1,TNF-alpha,115,124,0
2919,"However, unlike in the murine system, significant controversy exists regarding the suppressive capacity of these iTregs in humans, especially those generated in vitro in the presence of TGF-β.",26363058_2,"TGF-β,suppressive","186,83","191,94","0,0"
2920,"However, until now a coherent mechanism by which TNF regulates the Treg has not been described.",20181891_2,Treg,67,71,2
2921,"However, upon infection with the Th2-inducing parasite Nippostrongylus brasiliensis, P-lig expression became dependent on STAT4 signaling.",17114437_8,STAT4,122,127,1
2922,"However, vaccination of DC-β-catenin(-/-) (CD11c-specific deletion of β-catenin) mice surprisingly failed to protect them against tumor challenge.",25730849_2,β-catenin,70,79,1
2923,"However, very little is known about how Tpl2 modulates the development of regulatory T cells (Tregs).",27261457_2,regulatory T cells,74,92,2
2924,"However, we demonstrate no reduction in the percentage of such T cells in the spleens and thymi of Tgfb1(-/-) mice.",18308639_1,T cells,63,70,2
2925,"However, we found evidence that TGF-β secreting Tregs (Th3) may play an important role.",21338425_10,"Th3,TGF-β","55,32","58,37","2,0"
2926,"However, we report here that whereas IMP CD8(+) T cell development in Itk(-/-) mice is dependent on IL-4/STAT6 signaling, it is not dependent on any γδ T or iNKT cells.",24620029_2,iNKT cells,157,167,2
2927,"However, we report that ICOS+CD8+ T cells were higher producers of IFN-γ than ICOS-CD8+ T cells.",29892278_6,IFN-γ,67,72,0
2928,"However, we show that type I IFNs (IFN-α/β) induced B cell lymphoma 6 (Bcl6) expression, the master regulator transcription factor for TFH cells, and CXCR5 and programmed cell death-1 (encoded by Pdcd1), key surface molecules expressed by TFH cells.",24489092_6,"transcription factor,TFH cells,TFH cells","110,135,239","130,144,248","1,2,2"
2929,"However, when activated both WC1+ subpopulations' cells transcribed Tbx21 and secreted IFNγ and IL-17 reflecting the complexity of these subpopulations defined by WC1 gene expression.",34959072_7,IL-17,96,101,0
2930,"However, where 0.5 microg ml(-1) of Tat has no effect on CD127 expression and 200 pg ml(-1) of IL-7 decreases CD127 by only 14%, these two together at these same concentrations induce a 35% reduction in CD127 expression after 24 h. Inhibition of Janus kinase (JAK) completely blocks IL-7's ability to down-regulate CD127 on the surface of CD8 T cells and also abolishes synergy with Tat.",19147839_5,IL-7,95,99,0
2931,"However, whereas COX inhibition increased IgE levels in allergic wild-type mice, IgE levels were undetectable in IL-4, IL-4Ralpha, and STAT6 KO mice, suggesting that IL-13 alone is not a switch factor for IgE synthesis in this model.",15611279_4,"IL-4,IL-13,STAT6","113,166,135","117,171,140","0,0,1"
2932,"However, whereas young and aged CD4(+) Tregs suppressed interferon (IFN)-γ(+) T cells equivalently in this model, aged CD4(+) Tregs unexpectedly failed to restrain interleukin (IL)-17(+) T cells.",22372596_4,T cells,78,85,2
2933,"However, whether ASM affects the development of Treg has not yet been described.",27512981_5,Treg,48,52,2
2934,"However, whether B-cell lymphoma 6 (Bcl-6) is expressed in cTfh cells remains to be clarified.",27818202_1,"B-cell lymphoma 6,Bcl-6","17,36","34,41","1,1"
2935,"However, whether IL-17 can affect differentiation and function of Th9 cells in MPE remains unknown.",27535421_1,IL-17,17,22,0
2936,"However, whether IL4 can antagonise Foxp3 induction in more physiological settings remains to be addressed.",19046990_3,IL4,17,20,0
2937,"However, whether PLZF and CCL21-CCR7 are required for the development of asthma tolerance is unknown.",32712954_3,PLZF,17,21,1
2938,"However, whether Wnt/β-catenin could regulate the differentiation and function of Th17 in the development and progress of ALI induced by lipopolysaccharide (LPS) is still unknown.",29246763_2,Th17,82,86,2
2939,"However, whether eosinophils respond to Th2 signals to control allergic airway inflammation is unclear.",25681342_3,Th2,40,43,2
2940,"However, whether this represents inhibition of FOXP3 induction in naïve CD4 T cells or curtailed expansion of natural Treg remains unclear.",28239749_2,Treg,118,122,2
2941,"However, while SOCS1 knockdown in DCs during C. albicans infection specifically augments Th1 differentiation, SOCS3 silencing particularly increases Th17 differentiation.",30851337_6,"Th1,Th17","89,149","92,153","2,2"
2942,"However, wild-type and lipoprotein-deficient strains of both streptococci did not enhance the suppressive activity of the isolated regulatory T cells in vitro, but rather inhibited it.",23413817_4,regulatory T cells,131,149,2
2943,"However,they have no effect on the proinflammatory effect of peripheral blood Th17 lymphocytes.",30606390_8,Th17,78,82,2
2944,Human CD34(+) progenitor-derived Langerhans-type dendritic cells (LCs) are more potent stimulators of T-cell immunity against tumor and viral antigens in vitro than are monocyte-derived DCs (moDCs).,22510877_0,stimulators,87,98,0
2945,"Human CD4+ T cells can be classified as either naïve, central memory (TCM), or effector memory (TEM) cells.",23747721_0,central memory,54,68,2
2946,Human NKT cells also produced IL-17.,18390697_3,"NKT cells,IL-17","6,30","15,35","2,0"
2947,"Human T cells treated with 2DG upregulated the NK-specific transcription factors TOX2 and EOMES, thereby acquiring NK cell properties, including high levels of perforin/granzyme and increased sensitivity to IL-2.",31969386_3,IL-2,207,211,0
2948,Human Tregs also displayed enhanced suppressive function and Lag3 expression following IL-27 stimulation.,26013006_7,IL-27,87,92,0
2949,"Human WASp does not use its VCA-dependent, ARP2/3-driven, cytoplasmic effector mechanisms to support histone H3K4 methyltransferase activity in the nucleus of TH1-skewed cells.",24872192_4,histone,101,108,1
2950,Human and murine studies showed that GM-CSF exerts beneficial effects in intestinal inflammation.,25653427_0,GM-CSF,37,43,0
2951,"Human colon organoid cultures were established, cultured with supernatants from Tr1 or FOXP3-positive cells, and analyzed by immunofluorescence and flow cytometry.",31513797_9,Tr1,80,83,2
2952,"Human eosinophils were found to constitutively express receptors for IL-17A, IL-17F, and IL-23 at the protein level.",18390747_4,"IL-23,IL-17F,IL-17A","89,77,69","94,83,75","0,0,0"
2953,Human mesenchymal stromal cells (MSCs) harbor immunomodulatory properties to induce the generation of suppressive T cells.,30651340_0,"suppressive,T cells","102,114","113,121","0,2"
