,entities,text,pmid,label
6312,activation,"Furthermore, the activated lymphocytes (CD8+) were capable of infiltrating into the tumor site, and much more apoptotic cells along with activation of caspase-3 were observed in the tumors from vaccinated-mice.",17202676_6,2
6314,expression,"Also, high expression levels of human IFN-gamma, TNF-alpha, granzyme B and perforin were detected in the tumors from vaccinated-mice.",17202676_7,1
6316,TNF-alpha,"Also, high expression levels of human IFN-gamma, TNF-alpha, granzyme B and perforin were detected in the tumors from vaccinated-mice.",17202676_7,0
6330,regulatory T cells,BACKGROUND: A wealth of evidence obtained using mouse models indicates that CD4(+)CD25(+)FOXP3(+) regulatory T cells (Treg) maintain peripheral tolerance to self-antigens and also inhibit anti-tumor immune responses.,17205133_0,2
6331,Treg,BACKGROUND: A wealth of evidence obtained using mouse models indicates that CD4(+)CD25(+)FOXP3(+) regulatory T cells (Treg) maintain peripheral tolerance to self-antigens and also inhibit anti-tumor immune responses.,17205133_0,2
6332,peripheral,BACKGROUND: A wealth of evidence obtained using mouse models indicates that CD4(+)CD25(+)FOXP3(+) regulatory T cells (Treg) maintain peripheral tolerance to self-antigens and also inhibit anti-tumor immune responses.,17205133_0,2
6339,CRC,To date there is limited information about CD4(+) T cell responses in patients with colorectal cancer (CRC).,17205133_1,1
6340,set,We set out to measure T cell responses to a tumor-associated antigen and examine whether Treg impinge on those anti-tumor immune responses in CRC patients.,17205133_2,1
6343,Treg,We set out to measure T cell responses to a tumor-associated antigen and examine whether Treg impinge on those anti-tumor immune responses in CRC patients.,17205133_2,2
6345,CRC,We set out to measure T cell responses to a tumor-associated antigen and examine whether Treg impinge on those anti-tumor immune responses in CRC patients.,17205133_2,1
6347,Treg,METHODOLOGY AND PRINCIPAL FINDINGS: Treg were identified and characterized as CD4(+)CD25(+)FOXP3(+) using flow cytometry.,17205133_3,2
6350,increased,An increased frequency of Treg was demonstrated in both peripheral blood and mesenteric lymph nodes of patients with colorectal cancer (CRC) compared with either healthy controls or patients with inflammatory bowel disease (IBD).,17205133_4,0
6351,Treg,An increased frequency of Treg was demonstrated in both peripheral blood and mesenteric lymph nodes of patients with colorectal cancer (CRC) compared with either healthy controls or patients with inflammatory bowel disease (IBD).,17205133_4,2
6355,CRC,An increased frequency of Treg was demonstrated in both peripheral blood and mesenteric lymph nodes of patients with colorectal cancer (CRC) compared with either healthy controls or patients with inflammatory bowel disease (IBD).,17205133_4,1
6358,Treg,"Depletion of Treg from peripheral blood mononuclear cells (PBMC) of CRC patients unmasked CD4(+) T cell responses, as observed by IFNgamma release, to the tumor associated antigen 5T4, whereas no effect was observed in a healthy age-matched control group.",17205133_5,2
6360,cells,"Depletion of Treg from peripheral blood mononuclear cells (PBMC) of CRC patients unmasked CD4(+) T cell responses, as observed by IFNgamma release, to the tumor associated antigen 5T4, whereas no effect was observed in a healthy age-matched control group.",17205133_5,2
6362,CRC,"Depletion of Treg from peripheral blood mononuclear cells (PBMC) of CRC patients unmasked CD4(+) T cell responses, as observed by IFNgamma release, to the tumor associated antigen 5T4, whereas no effect was observed in a healthy age-matched control group.",17205133_5,1
6373,CRC,"CONCLUSIONS/SIGNIFICANCE: Collectively, these data demonstrate that Treg capable of inhibiting tumor associated antigen-specific immune responses are enriched in patients with CRC.",17205133_6,1
6377,Treg,These results support a rationale for manipulating Treg to enhance cancer immunotherapy.,17205133_7,2
6379,immunotherapy,These results support a rationale for manipulating Treg to enhance cancer immunotherapy.,17205133_7,0
6385,T-cell,"Thymus is a major site of T-cell maturation, and tumors induce thymic atrophy to evade cellular immune response.",17210719_1,2
6396,nuclear factor-kappaB,"In an effort to delineate the mechanisms behind such thymic atrophy, we observed that tumor-induced oxidative stress played a critical role, as it perturbed nuclear factor-kappaB (NF-kappaB) activity.",17210719_3,1
6397,NF-kappaB,"In an effort to delineate the mechanisms behind such thymic atrophy, we observed that tumor-induced oxidative stress played a critical role, as it perturbed nuclear factor-kappaB (NF-kappaB) activity.",17210719_3,1
6403,cells,Tumor-induced oxidative stress increased cytosolic IkappaBalpha retention and inhibited NF-kappaB nuclear translocation in thymic T cells.,17210719_4,2
6415,cells,"When T cells were overexpressed with NF-kappaB, the cells became resistant to tumor-induced apoptosis.",17210719_7,2
6416,NF-kappaB,"When T cells were overexpressed with NF-kappaB, the cells became resistant to tumor-induced apoptosis.",17210719_7,1
6421,cells,"In contrast, when degradation-defective IkappaBalpha (IkappaBalpha super-repressor) was introduced into T cells, the cells became more vulnerable, indicating that inhibition of NF-kappaB is the reason behind such tumor/TNF-alpha-mediated apoptosis.",17210719_8,2
6424,NF-kappaB,"In contrast, when degradation-defective IkappaBalpha (IkappaBalpha super-repressor) was introduced into T cells, the cells became more vulnerable, indicating that inhibition of NF-kappaB is the reason behind such tumor/TNF-alpha-mediated apoptosis.",17210719_8,1
6426,apoptosis,"In contrast, when degradation-defective IkappaBalpha (IkappaBalpha super-repressor) was introduced into T cells, the cells became more vulnerable, indicating that inhibition of NF-kappaB is the reason behind such tumor/TNF-alpha-mediated apoptosis.",17210719_8,1
6442,Regulatory T cells,Regulatory T cells (Treg) are a distinct group of T lymphocytes with immunosuppressive properties that serve normally to prevent harmful autoimmune responses.,17224188_0,2
6443,Treg,Regulatory T cells (Treg) are a distinct group of T lymphocytes with immunosuppressive properties that serve normally to prevent harmful autoimmune responses.,17224188_0,2
6445,group,Regulatory T cells (Treg) are a distinct group of T lymphocytes with immunosuppressive properties that serve normally to prevent harmful autoimmune responses.,17224188_0,1
6446,lymphocytes,Regulatory T cells (Treg) are a distinct group of T lymphocytes with immunosuppressive properties that serve normally to prevent harmful autoimmune responses.,17224188_0,2
6451,immune responses,"However, Tregs can also interfere with beneficial immune responses such as anti-tumor and anti-viral immunity in humans and rodents.",17224188_1,0
6463,expression,"Therefore, we investigated whether expression of FoxP3, a transcription factor that is highly expressed in Tregs in humans and rodents could also be used to identify Tregs in dogs.",17224188_4,1
6464,FoxP3,"Therefore, we investigated whether expression of FoxP3, a transcription factor that is highly expressed in Tregs in humans and rodents could also be used to identify Tregs in dogs.",17224188_4,1
6466,highly,"Therefore, we investigated whether expression of FoxP3, a transcription factor that is highly expressed in Tregs in humans and rodents could also be used to identify Tregs in dogs.",17224188_4,1
6472,subset,We found that a cross-reactive FoxP3 antibody identified a subset of CD4(+) T cells in blood and lymph nodes of dogs.,17224188_5,2
6474,cells,We found that a cross-reactive FoxP3 antibody identified a subset of CD4(+) T cells in blood and lymph nodes of dogs.,17224188_5,2
6476,lymph,We found that a cross-reactive FoxP3 antibody identified a subset of CD4(+) T cells in blood and lymph nodes of dogs.,17224188_5,2
6481,cells,By flow cytometry the mean percentage of FoxP3(+)CD4(+) T cells in normal dogs was 4.3% in blood and 9.8% in the lymph nodes.,17224188_6,2
6485,Treg,"In dogs with cancer, there was a significant increase in numbers of Treg in blood (7.5%) and tumor-draining lymph nodes (17.1%) compared to age-matched healthy control dogs.",17224188_7,2
6488,control,"In dogs with cancer, there was a significant increase in numbers of Treg in blood (7.5%) and tumor-draining lymph nodes (17.1%) compared to age-matched healthy control dogs.",17224188_7,1
6490,cells,We also found that FoxP3(+)CD4(+) T cells in dogs could be significantly expanded in vitro by TCR activation together with addition of TGF-beta and IL-2.,17224188_8,2
6493,IL-2,We also found that FoxP3(+)CD4(+) T cells in dogs could be significantly expanded in vitro by TCR activation together with addition of TGF-beta and IL-2.,17224188_8,0
6494,cells,Treated cells also significantly increased expression of TGF-beta and IL-10mRNA.,17224188_9,2
6504,Treg,We conclude from these studies that a cross-reactive FoxP3 antibody can be used to identify Tregs in dogs and that this reagent may serve as a useful tool for investigating the role of Treg in a variety of diseases of dogs.,17224188_10,2
6512,MSC,An inverse correlation between natural killer (NK) cell activation and myeloid suppressor cell (MSC) expansion in tumor-bearing patients and mice prompted us to investigate the role of MSCs in controlling NK antitumor cytotocixity.,17244679_1,1
6529,increased,An in vivo imaging analysis indicates that the removal of tumors resulted in a significant increased ability (P < .05) in NK cell cytotoxicity to eliminate injected YAC-1 cells from the lungs.,17244679_3,0
6531,cells,An in vivo imaging analysis indicates that the removal of tumors resulted in a significant increased ability (P < .05) in NK cell cytotoxicity to eliminate injected YAC-1 cells from the lungs.,17244679_3,2
6546,cell-cell,The inhibition of NK cell cytotoxicity is cell-cell contact dependent.,17244679_6,0
6547,Inhibition,Inhibition of perforin but not granzyme B production was responsible for MSC-mediated inhibition of NK cytotoxicity.,17244679_7,1
6553,Stat5,Western blot analyses further suggests that MSCs suppress IL-2-mediated NK cell cytotoxicity by affecting the activity of Stat5.,17244679_8,1
6563,Treg,"Recent studies demonstrated that FOXP3, which is a master control gene of naturally occurring regulatory T (Treg) cells, is expressed in the tumor cells from a subset of patients with ATLL.",17278106_1,2
6564,cells,"Recent studies demonstrated that FOXP3, which is a master control gene of naturally occurring regulatory T (Treg) cells, is expressed in the tumor cells from a subset of patients with ATLL.",17278106_1,2
6566,subset,"Recent studies demonstrated that FOXP3, which is a master control gene of naturally occurring regulatory T (Treg) cells, is expressed in the tumor cells from a subset of patients with ATLL.",17278106_1,2
6567,cells,"Since most ATLL cells express both CD4 and CD25, these tumors might originate from CD4(+)CD25(+)FOXP3(+) Treg cells, based on their phenotypic characteristics.",17278106_2,2
6568,CD4,"Since most ATLL cells express both CD4 and CD25, these tumors might originate from CD4(+)CD25(+)FOXP3(+) Treg cells, based on their phenotypic characteristics.",17278106_2,2
