,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
16928,B7,6,7,36,38,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16933,B7,25,26,118,120,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16938,B7-1,47,50,246,250,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16939,B7,51,52,252,254,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16940,variant,70,71,308,315,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,1,-1,1
16941,B7-1,72,75,327,331,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16942,B7,76,77,333,335,"This study investigated the role of B7 and 4-1BBL in the amplification of tumor immunity by transduction of the B7-1, B7-2 and 4-1BBL into mouse hepatocellular carcinoma cell line H22.METHODS: The tumorigenicity of H22 variants expressing either B7-1, B7-2 (H22/B7-1/B7-2) or 4-1BBL was compared with an H22 variant expressing B7-1, B7-2 and 4-1BBL (H22/B7-1/B7-2/4-1BBL).",20563597_2,-1,-1,2,2
16947,cytotoxic T lymphocyte,20,23,99,121,The study next investigated whether the combination of B7-1/B7-2 and 4-1BBL cell injection induced cytotoxic T lymphocyte (CTL) response and IL-2/IFN-γ secretion.,20563597_3,-1,-1,2,2
16948,CTL,24,25,123,126,The study next investigated whether the combination of B7-1/B7-2 and 4-1BBL cell injection induced cytotoxic T lymphocyte (CTL) response and IL-2/IFN-γ secretion.,20563597_3,-1,-1,2,2
16954,B7-1,20,23,106,110,"RESULTS: Syngeneic BALB/c mice injected with H22/B7-1/B7-2/4-1BBL cells that expressed elevated levels of B7-1, B7-2 and 4-1BBL showed a tumor development frequency of 50% compared with 100% in mice injected with the H22 parental line, H22/neo, H22/B7-1/B7-2 and H22/4-1BBL.",20563597_5,-1,-1,2,2
16955,B7,24,25,112,114,"RESULTS: Syngeneic BALB/c mice injected with H22/B7-1/B7-2/4-1BBL cells that expressed elevated levels of B7-1, B7-2 and 4-1BBL showed a tumor development frequency of 50% compared with 100% in mice injected with the H22 parental line, H22/neo, H22/B7-1/B7-2 and H22/4-1BBL.",20563597_5,-1,-1,2,2
16960,B7-1,7,10,48,52,"Mice inoculated with H22 tumor cells expressing B7-1, B7-2 and 4-1BBL developed a strong cytotoxic T lymphocyte response and long-term immunity against wild-type tumor, suggesting a synergistic effect between the B7 and 4-1BBL costimulatory pathways.",20563597_6,-1,-1,2,2
16961,B7,11,12,54,56,"Mice inoculated with H22 tumor cells expressing B7-1, B7-2 and 4-1BBL developed a strong cytotoxic T lymphocyte response and long-term immunity against wild-type tumor, suggesting a synergistic effect between the B7 and 4-1BBL costimulatory pathways.",20563597_6,-1,-1,2,2
16971,lymphocytes,16,17,90,101,Results showed that H22/B7-1/B7-2/4-1BBL tumor vaccines probably protect the infiltrating lymphocytes from apoptosis and induce NF-κB activation to improve T-cell-mediated antitumor response.,20563597_7,-1,-1,2,2
16972,apoptosis,18,19,107,116,Results showed that H22/B7-1/B7-2/4-1BBL tumor vaccines probably protect the infiltrating lymphocytes from apoptosis and induce NF-κB activation to improve T-cell-mediated antitumor response.,20563597_7,-1,1,-1,1
16973,activation,22,23,134,144,Results showed that H22/B7-1/B7-2/4-1BBL tumor vaccines probably protect the infiltrating lymphocytes from apoptosis and induce NF-κB activation to improve T-cell-mediated antitumor response.,20563597_7,-1,-1,2,2
16977,B7-1,11,14,64,68,"CONCLUSIONS: In this study, the antitumor consequences of using B7-1, B7-2 and 4-1BBL gene transfer have demonstrated the therapeutic potential of gene therapy approach for hepatocellular carcinoma.",20563597_8,-1,-1,2,2
16978,B7,15,16,70,72,"CONCLUSIONS: In this study, the antitumor consequences of using B7-1, B7-2 and 4-1BBL gene transfer have demonstrated the therapeutic potential of gene therapy approach for hepatocellular carcinoma.",20563597_8,-1,-1,2,2
16982,hepatocellular,34,35,173,187,"CONCLUSIONS: In this study, the antitumor consequences of using B7-1, B7-2 and 4-1BBL gene transfer have demonstrated the therapeutic potential of gene therapy approach for hepatocellular carcinoma.",20563597_8,-1,1,-1,1
16988,Treg,9,10,59,63,Here we studied the reciprocal contribution of regulatory (Treg) and interleukin-17-producing (Th17) T-cells to the composition of the lymphoma-associated microenvironment of angioimmunoblastic T-cell lymphoma (AITL) and PTCL not otherwise specified on tissue microarrays from 30 PTCLs not otherwise specified and 37 AITLs.,20595635_1,-1,-1,2,2
16991,T-cells,16,17,101,108,Here we studied the reciprocal contribution of regulatory (Treg) and interleukin-17-producing (Th17) T-cells to the composition of the lymphoma-associated microenvironment of angioimmunoblastic T-cell lymphoma (AITL) and PTCL not otherwise specified on tissue microarrays from 30 PTCLs not otherwise specified and 37 AITLs.,20595635_1,-1,-1,2,2
16995,tissue,37,38,253,259,Here we studied the reciprocal contribution of regulatory (Treg) and interleukin-17-producing (Th17) T-cells to the composition of the lymphoma-associated microenvironment of angioimmunoblastic T-cell lymphoma (AITL) and PTCL not otherwise specified on tissue microarrays from 30 PTCLs not otherwise specified and 37 AITLs.,20595635_1,-1,-1,2,2
16997,Treg cells,6,8,27,37,"We found that Th17 but not Treg cells were differently represented in the two lymphomas and correlated with the amount of mast cells (MCs) and granulocytes, which preferentially occurred in the cellular milieu of AITL cases.",20595635_2,-1,-1,2,2
17007,interleukin-6,6,7,42,55,"We observed that MCs directly synthesized interleukin-6 and thus contribute to the establishment of a pro-inflammatory, Th17 permissive environment in AITL.",20595635_3,0,-1,-1,0
17014,clone,6,7,38,43,We further hypothesized that the AITL clone itself could be responsible for the preferential accumulation of MCs at sites of infiltration through the synthesis of CXCL-13 and its interaction with the CXCR3 and CXCR5 receptors expressed on MCs.,20595635_4,-1,1,-1,1
17018,interaction,28,29,179,190,We further hypothesized that the AITL clone itself could be responsible for the preferential accumulation of MCs at sites of infiltration through the synthesis of CXCL-13 and its interaction with the CXCR3 and CXCR5 receptors expressed on MCs.,20595635_4,-1,1,-1,1
17036,regulatory T cells,14,17,86,104,Patient and mouse data on the contribution of a quantitative or qualitative defect of regulatory T cells (T(reg)) in this autoimmune phenomenon are conflicting.,20600326_1,-1,-1,2,2
17054,without,37,38,181,188,"CD4(+)Foxp3(+) T(reg) frequency was determined (flowcytometry) on day 21, 23, 25 and 35: treated chimeras showed an expansion of CD4(+)Foxp3(+) T(reg) frequencies on day 25 and 35, without a prior frequency decrease.",20600326_5,-1,1,-1,1
17056,decrease,41,42,207,215,"CD4(+)Foxp3(+) T(reg) frequency was determined (flowcytometry) on day 21, 23, 25 and 35: treated chimeras showed an expansion of CD4(+)Foxp3(+) T(reg) frequencies on day 25 and 35, without a prior frequency decrease.",20600326_5,-1,1,-1,1
17061,autoimmune,13,14,63,73,"In vitro, purified CD4(+)CD25(+)FR4(high) T(reg) from 'day 35' autoimmune and control chimeras showed equal suppressive effects towards self-antigen-specific autoimmune T cells.",20600326_7,-1,1,-1,1
17062,control,15,16,78,85,"In vitro, purified CD4(+)CD25(+)FR4(high) T(reg) from 'day 35' autoimmune and control chimeras showed equal suppressive effects towards self-antigen-specific autoimmune T cells.",20600326_7,-1,1,-1,1
17064,autoimmune,23,24,158,168,"In vitro, purified CD4(+)CD25(+)FR4(high) T(reg) from 'day 35' autoimmune and control chimeras showed equal suppressive effects towards self-antigen-specific autoimmune T cells.",20600326_7,-1,1,-1,1
17065,cells,25,26,171,176,"In vitro, purified CD4(+)CD25(+)FR4(high) T(reg) from 'day 35' autoimmune and control chimeras showed equal suppressive effects towards self-antigen-specific autoimmune T cells.",20600326_7,-1,-1,2,2
17068,IFN-gamma,16,17,100,109,Purified CD4(+)CD25(high)FR4(high) T(reg) from 'day 35' treated chimeras showed increased IL-10 and IFN-gamma mRNA-expression (RT-PCR) relative to control chimeras.,20600326_8,0,-1,-1,0
17069,relative,21,22,135,143,Purified CD4(+)CD25(high)FR4(high) T(reg) from 'day 35' treated chimeras showed increased IL-10 and IFN-gamma mRNA-expression (RT-PCR) relative to control chimeras.,20600326_8,-1,1,-1,1
17070,control,23,24,147,154,Purified CD4(+)CD25(high)FR4(high) T(reg) from 'day 35' treated chimeras showed increased IL-10 and IFN-gamma mRNA-expression (RT-PCR) relative to control chimeras.,20600326_8,-1,1,-1,1
17077,without,20,21,156,163,"In this model of CTLA-4-blockade-induced autoimmunity after allogeneic bone marrow transplantation, anti-CTLA-4-mAb gives rise to a progressive expansion - without a prior transient reduction - of T(reg) cells.",20600326_9,-1,1,-1,1
17079,cells,29,30,204,209,"In this model of CTLA-4-blockade-induced autoimmunity after allogeneic bone marrow transplantation, anti-CTLA-4-mAb gives rise to a progressive expansion - without a prior transient reduction - of T(reg) cells.",20600326_9,-1,-1,2,2
17080,autoimmune,3,4,10,20,"T(reg) of autoimmune animals do not show a defect in in vitro suppressive function but show an in vivo activated cytokine profile, suggesting that the expansion occurs as a compensatory phenomenon to control autoimmunity.",20600326_10,-1,1,-1,1
17085,control,34,35,200,207,"T(reg) of autoimmune animals do not show a defect in in vitro suppressive function but show an in vivo activated cytokine profile, suggesting that the expansion occurs as a compensatory phenomenon to control autoimmunity.",20600326_10,-1,1,-1,1
17090,immunotherapy,23,24,129,142,Targeted delivery of tumor antigen genes to dendritic cells (DCs) using adenoviral (Ad) vectors holds great potential for cancer immunotherapy.,20664356_0,0,-1,-1,0
17093,enhanced,9,10,55,63,"We previously showed that CD40 targeting of Ad vectors enhanced specific transduction of DC in human skin, while simultaneously ensuring their stable maturation and superior allogeneic T-cell stimulatory capacity.",20664356_1,-1,1,-1,1
17108,cells,39,40,269,274,"In this study, we evaluated whether CD40-targeted Ad encoding the full-length melanoma antigen recognized by T cells-1 (CD40-Ad-MART-1) could be used to efficiently and selectively transduce conventional and plasmacytoid DC to prime melanoma-specific CD8(+) T-effector cells in human melanoma-draining sentinel lymph nodes (SLNs).",20664356_2,-1,-1,2,2
17110,lymph,44,45,311,316,"In this study, we evaluated whether CD40-targeted Ad encoding the full-length melanoma antigen recognized by T cells-1 (CD40-Ad-MART-1) could be used to efficiently and selectively transduce conventional and plasmacytoid DC to prime melanoma-specific CD8(+) T-effector cells in human melanoma-draining sentinel lymph nodes (SLNs).",20664356_2,-1,-1,2,2
17114,binding,12,13,69,76,"CD40 targeting of Ad was achieved using a bispecific fusion protein, binding and neutralizing the Ad fiber knob through soluble coxsackie and adenovirus receptor while retargeting the virus to hCD40 through the tumor necrosis factor-like domain of mCD40L.",20664356_3,-1,1,-1,1
17123,subsets,7,8,59,66,Selective transduction of conventional and plasmacytoid DC subsets by CD40-Ad was observed in suspensions of human melanoma-draining SLN.,20664356_4,-1,-1,2,2
17129,cells,12,13,87,92,"Moreover, CD40-Ad-MART-1 enhanced the expansion of functional MART-1-specific CD8(+) T cells from SLN with concomitant decreases in CD4:CD8 T-cell ratios and CD4(+)CD25(hi)FoxP3(+) regulatory T-cell rates.",20664356_5,-1,-1,2,2
17133,regulatory T-cell,25,27,181,198,"Moreover, CD40-Ad-MART-1 enhanced the expansion of functional MART-1-specific CD8(+) T cells from SLN with concomitant decreases in CD4:CD8 T-cell ratios and CD4(+)CD25(hi)FoxP3(+) regulatory T-cell rates.",20664356_5,-1,-1,2,2
