,text,pmid,entities,start_chars,end_chars,label
687,"Analysis of L. major-infected BALB/c and IL-4Ralpha(-/-) inflammatory sites revealed that the majority of IL-10 was secreted by the CD4(+)Foxp3(-) population, with a fraction of IL-10 coming from CD4(+)Foxp3(+) Treg cells.",17675505_4,"IL-10,IL-10,Treg cells","106,178,211","111,183,221","0,0,2"
688,Analysis of RNA in human CD4(+) memory T cells showed up-regulation of type 1 IFN-stimulated genes and inhibition with histone methyltransferase inhibitor.,25907558_9,histone methyltransferase inhibitor,119,154,1
689,Analysis of RNA-seq data revealed multiple transcription start sites at the upstream regulatory region of SATB1.,31001272_3,"upstream regulatory region,SATB1","76,106","102,111","1,1"
690,"Analysis of TCR-triggered molecular changes indicated that p65 NF-kappaB nuclear translocation and DNA binding activity was inhibited in transgenic mice, which might be linked with apoptosis inhibition.",16714216_4,"DNA binding activity,p65 NF-kappaB nuclear translocation","99,59","119,94","1,1"
691,Analysis of certain transcription factors revealed that nuclear expression of c-Fos and the mRNA expression were suppressed by EPA and DHA.,24460246_6,"transcription factors,c-Fos","20,78","41,83","1,1"
692,"Analysis of chimeric mice indicated that the increased sensitivity to DSS was due to the lack of Fyn kinase in hematopoietic, but not stromal, cells, in accordance with Fyn(+) T cell increases in WT mice exposed to DSS and Fyn KO mice having a reduced number of CD4(+)Foxp3(+) cells in baseline or colitic conditions and a reduced capacity to induce Foxp3 expression in vitro.",25877924_5,stromal,134,141,0
693,"Analysis of cytokine and chemokine gene expression by quantitative real-time PCR showed significantly greater increases in CCL2, CXCL10, IL-1β and IL17 gene expression in IRF7-deficient mice compared with WT mice.",22196084_10,"CCL2,IL-1β,cytokine,CXCL10","123,137,12,129","127,142,20,135","0,0,0,0"
694,Analysis of cytokine expression by stimulated CD4+ cells from IRF-1(-/-) and IRF-1(+/+) mice revealed that IRF-1 deficiency resulted in an elevated production of Th2-related cytokines and a compensatory decrease in the expression of naive cell- and Th1-related cytokines.,9379011_1,"IRF-1 deficiency,cytokine","107,12","123,20","1,0"
695,"Analysis of peripheral tissues indicates that itk(-/-) innate PLZF(+)CD4(+) T cells preferentially home to spleen and mesenteric lymph nodes owing to increased expression of gut-homing receptors, and that their expansion is regulated by commensal gut flora.",24928994_8,T cells,76,83,2
696,"Analysis of spleen cells indicates that CD4, CD8 cells generate IFN-γ and natural killer cells express IL-13 in STAT-1 knockout animals.",25545325_5,"STAT-1,natural killer cells,IFN-γ,IL-13","112,74,64,103","118,94,69,108","1,2,0,0"
697,"Analysis of the CD4(+)and CD8(+)T cells demonstrated a decreased CD4(+)/CD8(+)T-cell ratio (1:1 instead of 1:2) in response to IL-2 stimulation, possibly due to an unresponsiveness of IL-2 receptor beta and/or gamma chains.",18073156_3,IL-2 receptor,184,197,0
698,Analysis of the T cell subpopulations in the acute rejection group varied from the other groups.,23015125_8,T cell,16,22,2
699,Analysis of the mouse TGF-beta1 promoter (-1799 to +793) in transfection experiments in T cell 68-41 hybridoma cells detected NF-AT binding sites at positions +268 and +288 in the proximal promoter region.,17312153_3,"binding sites,proximal,NF-AT,T cell","132,180,126,88","145,188,131,94","1,1,1,2"
700,Analysis of transcription activity revealed that FR252921 inhibited activating protein-1 (AP-1).,12715862_3,AP-1,90,94,1
701,"Analyzing 2kb upstream from the ATG translation codon by mutation analysis in conjunction with luciferase reporter assays, electrophoretic mobility shify assay (EMSA) and supershift assays, we identified an AP-1 binding site, located at 1.4kb from the ATG translation codon of CRTAM gene as an essential element for CRTAM expression in activated but not resting human CD8(+) T cells.",19695707_4,"CRTAM,AP-1 binding site,ATG,essential element,CRTAM","316,207,252,294,277","321,224,255,311,282","1,1,1,1,1"
702,And GATA-3 was required for nTreg-to-Th2 conversion.,20944002_9,GATA-3,4,10,1
703,"And levels of Treg cells, Foxp3, Th17 cells, RORγt, IL-17, IL-10 and IL-6 were significantly increased.",24631515_5,"IL-10,IL-17,IL-6,Treg cells,Th17 cells","59,52,69,14,33","64,57,73,24,43","0,0,0,2,2"
704,"And the third link is the ability of IDO to prevent the inflammation-induced conversion (""reprogramming"") of Tregs into pro-inflammatory T-helper-like cells in vivo.",21517755_6,Tregs,109,114,2
705,And we confirmed the critical role of AhR in the EAE model.,33137648_4,AhR,38,41,1
706,Anergy can be reversed by stimulating T cells in the presence of interleukin (IL-)2.,18990450_3,"T cells,interleukin (IL-)2","38,65","45,83","2,0"
707,Animal models of autoimmune disorders have shown that Th17 effector molecules and transcription factors play a crucial role in both development and maintenance of the disease.,20107806_4,"Th17,transcription factors","54,82","58,103","2,1"
708,Animal studies suggest that regulatory T cells (Treg)-based therapies could be effective as mechanisms of long-term drug-free transplant tolerance in humans.,24495112_8,regulatory T cells,28,46,2
709,"Animals belonging to both infected groups, but mainly those infected with the virulent Lena strain, showed upregulation of the TFs T-bet, EOMES, and FOXP3, together with an increase of the cytokine IFN-γ in target organs at the end of the study (approximately 2 weeks post-infection).",34956200_4,"IFN-γ,cytokine","198,189","203,197","0,0"
710,"Animals infected with African swine fever virus displayed an increase of iNKT cell frequency in peripheral blood, regional lymph nodes, and lungs.",31316500_12,iNKT,73,77,2
711,Another approach is to utilize Tregs in adoptive cell-based therapy to treat autoimmune diseases or transplant-related complications.,19236900_3,Tregs,31,36,2
712,Another related function of progesterone that we discovered was to suppress the differentiation of CB CD4(+) T cells into inflammation-associated Th17 cells.,21768398_6,Th17 cells,146,156,2
713,"Anti-CD3 mAb can modulate graft rejection and attenuate autoimmune diseases but their mechanism(s) of action remain unclear. CD8(+) T cells with regulatory function are induced in vitro by Teplizumab, a humanized anti-CD3 antibody and inhibit responses of autologous and allogeneic T cells.",21038470_0,mAb,9,12,1
714,Anti-CD3/CD28 and IL-10 appeared to regulate FoxP3 mRNA expression in a phenotype-dependent manner.,25316133_6,IL-10,18,23,0
715,Anti-CD52-induced Treg cells suppressed the proliferation of both CD4+ and CD8+ T cells provided with polyclonal or allogeneic stimulation.,16797237_3,Treg cells,18,28,2
716,"Anti-CTLA4 did not deplete Tregs or permanently impair their function but acted in a cell-intrinsic manner on both Tregs and Teffs, allowing them to expand, most likely in response to self antigen.",16778987_3,Tregs,27,32,2
717,"Anti-ICOS treatment notably depleted ICOS expressing CD4+ and CD8+ T cells with a concurrent reduction in plasma IFN-γ, which strongly indicated that ICOS expressing T cells are major IFN-γ producers.",29892278_4,"IFN-γ,IFN-γ,T cells","113,184,166","118,189,173","0,0,2"
718,Anti-IL-17 mAb treatment also diminished the psoriatic phenotype of the mice.,20488788_5,"Anti-IL-17,mAb","0,11","10,14","0,1"
719,"Anti-IL-1beta, -TGF-beta and -IL-23 decreased the induction of Th17 cells.",19350551_10,"Anti-IL-1beta,Th17 cells,-TGF-beta,-IL-23","0,63,15,29","13,73,24,35","0,2,0,0"
720,"Anti-IL-21 treatment of autoimmune patients is therefore a therapeutic option, but the role of IL-21 in human T cell differentiation is incompletely understood.",25172491_1,"T cell,Anti-IL-21,IL-21","110,0,95","116,10,100","2,0,0"
721,"Anti-IL-7 antibody treatment inhibited not only the enhanced homeostatic proliferation, but also the disease in gp130 mutant mice.",16717113_6,Anti-IL-7,0,9,0
722,"Anti-TLR2 inhibited secretion of IL-6, IL-1beta, and IL-23 by MoLC, while TGF-beta was unaffected.",19350551_8,"TGF-beta,IL-23,IL-1beta","74,53,39","82,58,47","0,0,0"
723,"Anti-TNF-α therapies have been applied in RA treatment, but the regulatory effect of the drug on immune system is not clear.",23059810_0,Anti-TNF-α,0,10,0
724,Anti-tumor immunity and tumor specific effector T-cell functions were assessed by cytotoxic T lymphocyte assay and intracellular IFN-γ staining.,22996231_3,IFN-γ,129,134,0
725,Anti-tumor immunity is thought to play a significant role in chemotherapeutic response of breast tumors.,22986814_0,breast tumors,90,103,1
726,"Antibodies against PD-L2 blocked the inhibitory activity of AAM and retroviral expression of PD-L2 in macrophages from Stat6(-/-) mice was sufficient to inhibit T-cell proliferation, which demonstrates that PD-L2 mediates potent and nonredundant inhibition of T cells independently of other Stat6-regulated genes.",20625006_5,T cells,260,267,2
727,"Antibody-mediated depletion of CD25(+) cells prior to infection to remove pre-existing 'natural' CD4(+)CD25(+)Foxp3(+) Treg cells, while not affecting initial larval establishment, significantly reduced the number of adult parasites recovered 60 days post-infection.",19089814_3,Treg cells,119,129,2
728,"Antigen presentation by myeloid DCs leads to Th2 sensitization typical of allergic disease, whereas antigen presentation by plasmacytoid DCs serves to dampen inflammation.",18802348_1,"Th2,myeloid","45,24","48,31","2,0"
729,Antigen stimulation induced expression and activity of TGase II by activation of NF-kappaB in rat basophilic leukemia (RBL2H3) cells.,20004474_2,NF-kappaB,81,90,1
730,"Antigen-independent tonic signaling by chimeric antigen receptors (CARs) can increase differentiation and exhaustion of T cells, limiting their potency.",28978471_0,T cells,120,127,2
731,Antigen-presenting cells (APC) tailor immune responses to microbial encounters by stimulating differentiation of CD4 T cells into the Th1 and Th2 lineages.,15137944_0,"Th1,Th2","134,142","137,145","2,2"
732,"Antigen-specific and HLA-A*0201-restricted interferon-γ release, cell lysis and lymphocyte proliferation was observed following culture of TCR engineered human PBL with relevant tumor cell lines.",24681846_6,"interferon-γ release,cell lysis","43,65","63,75","0,0"
733,"Antigen-specific response assays showed that HGF is a potent immunomodulatory factor that inhibits dendritic cell (DC) function along with differentiation of IL-10-producing T(reg) cells, a decrease in IL-17-producing T cells, and down-regulation of surface markers of T-cell activation.",20332205_6,HGF,45,48,0
734,"Antitumor immune responses were mediated by both CD4+ and CD8+ T cells, were human lymphocyte antigen class I and II associated, and persisted 18 months beyond the completion of vaccination.",15623607_6,class I,102,109,1
735,"Apart from conventional CD4(+) Th17 cells, the cytokines IL-17A and IL-22 can also be produced by γδ T cells, NK cells and lymphoid tissue inducer (LTi) cells.",22961652_0,"lymphoid tissue,IL-22,IL-17A","123,68,57","138,73,63","0,0,0"
736,"Apart from inducing T cell proliferation, porin triggered effector functions of the cells, evident from TLR2- and MyD88-dependent release of type 1 cytokines tumor necrosis factor (TNF) and interferon (IFN)-gamma along with the induction of type 1 chemokines macrophage-inflammatory protein (MIP)-1alpha and MIP-1beta and their receptor CCR5.",19576636_5,"interferon,tumor necrosis factor,MIP-1beta","190,158,308","200,179,317","0,0,0"
737,"Apoptosis has an essential role in controlling T cell homeostasis, especially during the contraction phase of an immune response.",22318539_0,T cell,47,53,2
738,"Apoptotic cell administration failed to induce Tol-DCs in IL-10-deficient and Smad3-deficient mice, suggesting that IL-10 and transforming growth factor-β (TGF-β) are needed to maintain DCs in the tolerogenic state.",23872920_7,"IL-10,transforming growth factor-β,TGF-β","116,126,156","121,154,161","0,0,0"
